 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),94942,74535,59795,35227,21316,15848,12962,13586,12314,9253, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,0,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),981,41,175,0,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1170,2457,2261,1065,765,638,486,402,574,101, 
 经营活动现金流入小计(万元),97093,77033,62231,36292,22081,16486,13448,13989,12887,9354, 
 购买商品、接受劳务支付的现金(万元),15360,10568,18101,9335,4611,4978,2554,3008,4509,2644, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),61220,52741,36898,20741,12648,8767,6552,4504,2899,2779, 
 支付的各项税费(万元),4772,3761,2227,666,54,376,849,739,567,225, 
 支付的其他与经营活动有关的现金(万元),13943,10804,7179,5211,3850,3384,3226,2083,1786,1778, 
 经营活动现金流出小计(万元),95294,77873,64405,35953,21163,17505,13182,10334,9760,7427, 
 经营活动产生的现金流量净额(万元),1800,-840,-2174,340,918,-1019,266,3654,3127,1927, 
 收回投资所收到的现金(万元),418,3405,12833,--,--,6750,--,--,--,2500, 
 取得投资收益所收到的现金(万元),--,--,--,50,--,35,30,--,--,2, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,4,1,1,--,0,--,0,1,7, 
 处置子公司及其他营业单位收到的现金净额(万元),2964,1013,202,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,29414,606,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),3383,4422,13036,29465,606,6785,30,0,1,2509, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5635,8183,4333,21126,1088,478,209,67,5,42, 
 投资所支付的现金(万元),3752,3581,--,--,6462,6750,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,1915,6946,9161,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,29165,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),9387,13680,11278,30287,36714,7228,209,67,5,42, 
 投资活动产生的现金流量净额(万元),-6003,-9258,1758,-822,-36109,-442,-179,-67,-4,2466, 
 吸收投资收到的现金(万元),22289,17541,25,12702,7188,--,23648,--,2911,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,25,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),15000,17475,7109,11485,--,--,--,--,500,4000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),61,150,--,5443,130,710,9,--,--,--, 
 筹资活动现金流入小计(万元),37350,35166,7134,29630,7318,710,23657,0,3411,4000, 
 偿还债务支付的现金(万元),13788,12159,3795,--,--,--,--,--,2500,3500, 
 分配股利、利润或偿付利息所支付的现金(万元),2993,3354,1942,923,517,1551,--,--,1355,78, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,22,1209,4527,--,235,637,--,--,--, 
 筹资活动现金流出小计(万元),16780,15534,6946,5450,517,1786,637,0,3855,3578, 
 筹资活动产生的现金流量净额(万元),20570,19631,188,24180,6801,-1076,23020,0,-444,422, 
 汇率变动对现金及现金等价物的影响(万元),69,-201,21,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),16435,9332,-206,23698,-28390,-2537,23107,3587,2679,4815, 
 加:期初现金及现金等价物余额(万元),38148,28816,29022,5325,33714,36251,13145,9557,6879,2064, 
 期末现金及现金等价物余额(万元),54583,38148,28816,29022,5325,33714,36251,13145,9557,6879, 
 净利润(万元),5814,8766,10357,3674,3750,2175,4290,3672,3104,1941, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),2405,1921,1307,1972,245,135,173,21,-29,69, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1644,1393,719,102,65,70,73,66,59,63, 
 无形资产摊销(万元),1672,1128,656,317,93,25,9,--,--,--, 
 长期待摊费用摊销(万元),139,189,105,3,--,--,--,--,--,--, 
