 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),564021,644338,563212,327535,226132,176285, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),154,179,21,--,45,--, 
 收到的其他与经营活动有关的现金(万元),5604,1877,1055,1606,419,1102, 
 经营活动现金流入小计(万元),569779,646393,564288,329141,226596,177386, 
 购买商品、接受劳务支付的现金(万元),378924,466189,414667,238021,159578,122393, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),68378,60740,48714,35545,26425,21613, 
 支付的各项税费(万元),20986,32243,24809,12390,8460,5027, 
 支付的其他与经营活动有关的现金(万元),27909,22601,20340,18433,13187,12179, 
 经营活动现金流出小计(万元),496196,581773,508529,304389,207650,161213, 
 经营活动产生的现金流量净额(万元),73583,64620,55758,24752,18945,16173, 
 收回投资所收到的现金(万元),--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),4560,515,1023,238,79,11, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),55,36,18,19,142,248, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),5227,14146,14719,9560,--,5000, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),9842,14697,15760,9816,221,5259, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),24709,25516,34645,28499,13200,17414, 
 投资所支付的现金(万元),6000,3984,1000,1000,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),159197,19421,19352,14457,9560,--, 
