 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),62648,60547,61615,51828,48824,54287,49697,42030,41373,37574,32991,31321,23204,18691, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),1132,2467,1945,2574,2470,1490,781,925,424,389,45,71,107,45, 
 收到的其他与经营活动有关的现金(万元),4597,5371,6428,4001,1486,10726,6509,528,518,1078,5507,5089,16450,3531, 
 经营活动现金流入小计(万元),68377,68384,69988,58403,52780,66503,56987,43483,42316,39042,38543,36481,39761,22268, 
 购买商品、接受劳务支付的现金(万元),36062,34522,37462,35483,40823,46039,41934,35089,30429,24577,24424,23629,19946,15195, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),6522,6051,6751,6667,5651,5203,4067,4037,3216,2036,1148,997,755,731, 
 支付的各项税费(万元),2008,4069,3933,4520,3961,2617,1544,1695,2006,1629,2339,2131,683,355, 
 支付的其他与经营活动有关的现金(万元),5148,6291,7615,4852,4701,5429,8473,2867,3820,3665,6457,4670,13982,5220, 
 经营活动现金流出小计(万元),49739,50933,55760,51522,55136,59288,56018,43688,39471,31907,34368,31427,35366,21501, 
 经营活动产生的现金流量净额(万元),18638,17451,14227,6882,-2357,7215,969,-205,2845,7134,4175,5054,4395,767, 
 收回投资所收到的现金(万元),--,--,--,0,0,--,--,270,--,--,--,0,0,0, 
 取得投资收益所收到的现金(万元),--,1000,281,429,0,--,--,--,--,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6,1026,67,301,9,36,19,0,0,5,6,6,2,0, 
 处置子公司及其他营业单位收到的现金净额(万元),300,324,12761,0,0,12531,2375,--,--,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,0,0,--,0,--,--,--,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),306,2350,13109,730,9,12568,2394,270,0,5,6,6,2,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),20698,46384,62791,65289,6651,1252,1648,4181,3579,601,3206,1339,758,71, 
 投资所支付的现金(万元),3095,48670,12800,2728,9976,268,3432,900,2969,10143,--,0,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,3642,10162,--,--,--,--,--,--,--,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),23793,98696,85753,68018,16627,1520,5080,5080,6547,10744,3206,1339,758,71, 
 投资活动产生的现金流量净额(万元),-23487,-96346,-72644,-67287,-16618,11048,-2685,-4810,-6547,-10740,-3200,-1332,-756,-71, 
 吸收投资收到的现金(万元),--,2000,154107,673,605,693,2988,2150,1350,--,25974,0,0,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,2000,2000,100,--,693,--,--,--,--,--,0,0,0, 
 取得借款收到的现金(万元),205756,172400,81000,94013,15250,3248,5310,2300,--,--,--,8000,5000,5000, 
 发行债券收到的现金(万元),--,--,--,0,--,--,--,--,--,--,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),142656,6295,664,13450,0,--,--,--,--,--,--,600,230,124, 
 筹资活动现金流入小计(万元),348412,180695,235771,108137,15855,3941,8298,4450,1350,--,25974,8600,5230,5124, 
 偿还债务支付的现金(万元),277252,103565,101818,33969,500,6210,2690,2300,--,2385,4500,8520,5640,6335, 
 分配股利、利润或偿付利息所支付的现金(万元),24688,13697,4221,4917,1551,854,1331,--,--,2760,230,376,235,657, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付其他与筹资活动有关的现金(万元),105572,3021,7694,3744,6853,--,524,205,765,--,656,600,300,120, 
 筹资活动现金流出小计(万元),407512,120283,113733,42630,8904,7064,4545,2505,765,5145,5386,9496,6175,7111, 
 筹资活动产生的现金流量净额(万元),-59099,60412,122038,65506,6951,-3123,3753,1945,585,-5145,20589,-896,-945,-1987, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 现金及现金等价物净增加额(万元),-63948,-18483,63621,5100,-12023,15140,2037,-3069,-3116,-8750,21564,2826,2695,-1291, 
 加:期初现金及现金等价物余额(万元),69863,88346,24725,19624,31647,16507,14470,17540,20656,29406,7843,5017,2322,3613, 
 期末现金及现金等价物余额(万元),5915,69863,88346,24725,19624,31647,16507,14470,17540,20656,29406,7843,5017,2322, 
 净利润(万元),-21784,15280,11697,5192,4564,5977,-913,1006,2173,3696,3633,4006,2640,1184, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 资产减值准备(万元),22576,-34,1552,165,989,850,432,129,197,35,109,22,33,15, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),8670,7745,3693,1153,627,962,1475,1347,1270,812,666,477,548,513, 
 无形资产摊销(万元),336,189,260,323,326,412,450,428,356,257,204,211,137,129, 
 长期待摊费用摊销(万元),651,389,315,282,204,417,707,505,498,42,46,30,5,5, 
 待摊费用的减少(万元),--,--,--,--,--,-3,--,--,--,--,--,0,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),5,405,3,-80,16,18,-4,-0,-0,0,--,0,0,0, 
 固定资产报废损失(万元),377,--,0,--,--,--,--,--,--,4,12,6,15,3, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 财务费用(万元),13929,4523,4178,3043,487,228,90,--,166,32,230,310,279,441, 
 投资损失(万元),20,-833,-4282,-598,-529,-3539,330,-44,--,0,--,2,0,0, 
 递延所得税资产减少(万元),-392,-57,-231,-113,-107,-429,-379,-514,-706,-104,-9,-2,-8,-2, 
 递延所得税负债增加(万元),-9,-3,144,-11,-12,-45,-234,-67,-79,--,-0,0,0,0, 
 存货的减少(万元),107,1424,-918,905,-1171,-1706,-6835,-1849,-172,83,-587,547,-1054,99, 
 经营性应收项目的减少(万元),-3704,-15775,-12411,2458,-9064,-13576,958,-2159,1837,282,-1507,-875,1850,-2305, 
 经营性应付项目的增加(万元),-2141,4852,11626,-6005,787,17648,4884,1014,-2708,1898,1378,321,-49,683, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 其他(万元),--,-653,-1400,169,526,--,9,--,12,98,--,0,0,0, 
 经营活动产生现金流量净额(万元),18638,17451,14227,6882,-2357,7215,969,-205,2845,7134,4175,5054,4395,767, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 融资租入固定资产(万元),--,--,--,18811,--,--,--,--,--,--,--,0,0,0, 
 现金的期末余额(万元),5915,69863,88346,24725,19624,31647,16507,14470,17540,20656,29406,7843,5017,2322, 
 现金的期初余额(万元),69863,88346,24725,19624,31647,16507,14470,17540,20656,29406,7843,5017,2322,3613, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
