 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),47926,82713,57627,51347,53133,38275,68311,80827,77720,31879,15181,27158,12541, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到的税费返还(万元),--,1,--,--,--,0,1683,--,--,0,--,13,42, 
 收到的其他与经营活动有关的现金(万元),14912,1381,6848,29638,2856,2599,3457,5528,4555,2165,1958,1514,1674, 
 经营活动现金流入小计(万元),62838,84095,64475,80985,55989,40874,73451,86355,82275,34044,17140,28684,14257, 
 购买商品、接受劳务支付的现金(万元),41982,70063,46915,24896,31731,36804,59992,67818,64593,32628,12761,21529,4596, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),5938,7406,6158,6296,6070,5135,5197,3800,3475,2847,2680,2682,2673, 
 支付的各项税费(万元),1888,1220,2123,1940,1589,1539,2498,2827,939,583,503,563,971, 
 支付的其他与经营活动有关的现金(万元),15220,4234,11148,30504,4650,4332,3922,7093,7587,7950,3057,2426,3353, 
 经营活动现金流出小计(万元),65027,82923,66344,63637,44040,47810,71610,81538,76595,44009,19002,27200,11592, 
 经营活动产生的现金流量净额(万元),-2189,1172,-1869,17349,11949,-6935,1842,4817,5680,-9964,-1862,1484,2665, 
 收回投资所收到的现金(万元),--,29100,33470,--,--,--,--,--,--,--,--,250,0, 
 取得投资收益所收到的现金(万元),33,37,33,--,--,--,--,--,--,--,--,3,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),92,17,19,--,193,15,41,--,49,0,89,36,1022, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到的其他与投资活动有关的现金(万元),14400,--,--,90,--,--,--,--,--,0,--,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 投资活动现金流入小计(万元),14525,29154,33522,90,193,15,41,0,49,0,89,289,1022, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1506,1027,663,2861,648,1014,1034,1786,1257,2376,1234,679,201, 
 投资所支付的现金(万元),--,29100,33470,--,50000,--,--,--,--,0,--,250,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付的其他与投资活动有关的现金(万元),14400,--,--,--,4,--,--,--,--,11,--,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 投资活动现金流出小计(万元),15906,30127,34133,2861,50653,1014,1034,1786,1257,2387,1234,929,201, 
 投资活动产生的现金流量净额(万元),-1381,-973,-611,-2771,-50460,-999,-992,-1786,-1209,-2387,-1145,-640,821, 
 吸收投资收到的现金(万元),--,--,30,--,--,--,--,--,--,0,--,0,0, 
