报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
商誉(万元),1975,1975,1975,1975,--,935,935,--,--,--,--,0,
长期待摊费用(万元),128,32,49,--,--,--,--,--,35,181,227,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,0,
递延所得税资产(万元),2956,4485,4781,4166,2981,2288,1186,19,13,38,11,4,
其他非流动资产(万元),3276,2350,743,474,511,--,--,--,--,--,--,0,
非流动资产合计(万元),121934,80807,50881,35198,33700,34088,31683,21684,14548,6783,5706,4386,
资产总计(万元),277214,262852,235060,207086,181192,156947,143296,114940,26488,14875,9207,8222,
短期借款(万元),--,--,--,--,--,--,--,--,--,1100,--,2500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应付账款(万元),1819,470,635,411,706,388,197,67,196,111,213,210,
预收账款(万元),138,239,122,178,375,315,1080,535,142,248,167,190,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应付职工薪酬(万元),2063,1831,1895,1489,1098,805,679,171,121,104,55,44,
应交税费(万元),169,609,869,1786,1858,1442,2837,1073,486,308,63,40,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应付股利(万元),34,68,45,--,--,--,--,--,--,--,--,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
其他应付款(万元),1673,5676,8901,7762,2334,4735,3797,816,721,511,1978,1850,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,0,
一年内到期的非流动负债(万元),351,357,--,--,--,--,--,--,1000,--,--,0,
其他流动负债(万元),17019,25565,27441,23710,19396,14209,7158,--,--,72,--,0,
流动负债合计(万元),23266,34813,39908,35337,25768,21895,15748,2662,2666,2453,2475,4835,
长期借款(万元),--,--,--,--,--,--,--,--,6750,--,--,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,0,
长期应付款(万元),1132,1465,--,--,--,--,--,--,--,--,--,0,
专项应付款(万元),--,927,927,903,1267,879,2291,2070,450,450,450,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,
长期递延收益(万元),1846,2290,1834,1903,1544,--,--,--,--,--,--,0,
递延所得税负债(万元),5186,2419,563,563,1176,1176,1176,--,--,--,--,0,
其他非流动负债(万元),--,--,--,--,--,1598,--,--,--,--,--,0,
非流动负债合计(万元),8164,7101,3324,3369,3986,3652,3467,2070,7200,450,450,0,
负债合计(万元),31430,41914,43232,38706,29754,25547,19215,4732,9866,2903,2925,4835,
实收资本(或股本)(万元),47671,47781,47857,33972,24012,24012,13340,6670,5000,5000,3750,3500,
资本公积(万元),52583,53460,59120,69403,73386,70483,79450,84936,3446,4545,3464,2461,
减:库存股(万元),2415,2696,6002,5673,--,--,--,--,--,--,--,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,0,
盈余公积(万元),16421,14796,12010,9295,6819,4945,3782,2038,953,375,79,79,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,
未分配利润(万元),89679,89793,74870,58648,47220,31968,27509,16565,7223,2052,-1011,-2654,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,0,
外币报表折算差额(万元),--,--,--,--,--,-7,--,--,--,--,--,0,
归属于母公司股东权益合计(万元),245784,220938,190217,166529,151438,131400,124081,110208,16623,11972,6282,3387,
少数股东权益(万元),--,--,1610,1850,--,--,--,--,--,--,--,0,
所有者权益(或股东权益)合计(万元),245784,220938,191827,168380,151438,131400,124081,110208,16623,11972,6282,3387,
负债和所有者权益(或股东权益)总计(万元),277214,262852,235060,207086,181192,156947,143296,114940,26488,14875,9207,8222,		
  
