报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),96406,38541,54081,63546,8662,12796,8186,9470,11705,34216,6843,10087,5851,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收票据(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收账款(万元),15080,17361,14479,19912,--,89,49,48,65,578,665,755,1013,
预付款项(万元),528,56,269,101,332,6044,8173,13642,14174,11341,4480,12183,2651,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
其他应收款(万元),32516,23640,18504,39931,1649,1161,1148,1155,1781,1091,958,1378,1762,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
存货(万元),199805,191789,168589,191347,221017,247077,264916,250517,231267,213781,228188,184087,197363,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
其他流动资产(万元),6629,807,1748,2134,5131,--,--,--,--,0,--,--,0,
流动资产合计(万元),350964,272195,257671,316971,236791,267167,282471,274832,258992,261007,241134,208490,208641,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
可供出售金融资产(万元),205859,160019,137758,111985,175,--,--,--,--,0,0,--,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
长期股权投资(万元),6642,14502,13971,15077,3,175,196,15,5,5,4,100,1048,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
投资性房地产(万元),20559,21176,9718,10126,11249,11670,12085,41,101,543,564,585,567,
固定资产原值(万元),6236,6334,6330,6026,4210,4345,4177,1041,1104,1094,1084,839,445,
累计折旧(万元),2444,1980,1664,1566,868,778,615,408,368,303,207,130,85,
固定资产净值(万元),3792,4354,4666,4460,3343,3568,3563,633,736,790,877,709,360,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
固定资产(万元),3792,4354,4666,4460,3343,3568,3563,633,736,790,877,709,360,
在建工程(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
无形资产(万元),68,87,105,112,--,--,--,--,--,0,--,--,0,
开发支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
商誉(万元),37,37,37,37,--,--,--,--,--,0,--,--,0,
长期待摊费用(万元),1816,1651,311,30,50,78,125,133,--,0,--,--,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
递延所得税资产(万元),2997,1363,467,424,263,144,204,136,402,196,137,95,86,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
非流动资产合计(万元),241769,203188,167032,142251,15083,15635,16173,959,1245,1534,1582,1489,2061,
资产总计(万元),592733,475383,424703,459222,251874,282802,298645,275791,260237,262540,242715,209979,210702,
短期借款(万元),3000,37000,--,22593,10000,10000,10000,13500,--,0,--,15000,14480,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应付账款(万元),6591,5941,15212,18228,1795,5156,1763,1956,5590,1543,2134,2597,6313,
预收账款(万元),166010,13223,10228,30301,50463,59730,45376,29293,42545,16758,13797,13167,9174,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应付职工薪酬(万元),2997,2848,3096,2912,249,447,221,253,322,374,315,340,610,
应交税费(万元),8293,7547,14160,6560,1707,-3528,515,3153,4146,5715,11006,5631,6438,
应付利息(万元),171,60,23,17,--,--,--,--,--,0,--,--,0,
应付股利(万元),--,--,--,50,--,--,--,--,--,0,--,--,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
其他应付款(万元),7577,100851,123795,161513,79380,97136,103752,99796,57328,63724,45222,42712,66086,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
一年内到期的非流动负债(万元),40900,66290,29796,27296,20000,7200,23000,4000,47000,23000,42100,11500,6444,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,5,
流动负债合计(万元),235540,233759,196310,269470,163594,176141,184627,151951,156930,111116,114574,90948,109549,
长期借款(万元),47000,23900,12600,--,--,25000,34000,45000,25000,73500,50000,59600,60000,
应付债券(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
长期应付款(万元),268,268,36662,63958,268,268,268,268,268,268,268,268,268,
专项应付款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
预计非流动负债(万元),400,--,160,--,--,--,--,--,1000,1200,1200,1714,1714,
