报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,
货币资金(万元),30387,17286,44390,147724,23724,9818,9444,9027,11168,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),2534,5657,4630,5952,5754,1154,1062,1,5,
应收账款(万元),22973,27675,34360,36397,30149,25691,14860,8776,16098,
预付款项(万元),257,224,354,597,341,236,226,80,60,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),120,152,341,69,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),687,776,798,442,380,464,324,814,3956,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),24684,24300,20378,21199,19329,17713,13245,16882,11772,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,
其他流动资产(万元),50947,151656,118420,13610,--,--,--,--,--,
流动资产合计(万元),132590,227725,223671,225990,79676,55075,39161,35579,45359,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),2299,4402,4402,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),91440,88,153,--,--,--,--,--,2086,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),21762,--,--,--,--,--,--,--,--,
固定资产原值(万元),24994,43239,13897,9247,8683,7786,7117,6279,2928,
累计折旧(万元),7264,5656,4292,4196,3402,2740,2172,1631,1457,
固定资产净值(万元),17730,37583,9606,5051,5281,5047,4945,4648,1471,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),17730,37583,9606,5051,5281,5047,4945,4648,1471,
在建工程(万元),--,1213,23937,19104,6966,6313,862,410,2851,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),6328,3627,3853,3513,1801,1460,1174,1084,2330,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),13,21,39,174,94,122,56,--,93,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
