报告日期,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),5659,8135,11398,
结算备付金(万元),--,--,0,
拆出资金(万元),--,--,0,
交易性金融资产(万元),--,--,0,
衍生金融资产(万元),--,--,0,
应收票据(万元),928,8527,5316,
应收账款(万元),5796,11210,17841,
预付款项(万元),5261,4301,5299,
应收保费(万元),--,--,0,
应收分保账款(万元),--,--,0,
应收分保合同准备金(万元),--,--,0,
应收利息(万元),--,--,0,
应收股利(万元),--,--,0,
其他应收款(万元),2078,2239,716,
应收出口退税(万元), --,--,0,
应收补贴款(万元),--,--,0,
应收保证金(万元),--,--,0,
内部应收款(万元),--,--,0,
买入返售金融资产(万元),--,--,0,
存货(万元),101440,96650,69296,
待摊费用(万元),--,--,0,
待处理流动资产损益(万元),--,--,0,
一年内到期的非流动资产(万元),--,--,0,
其他流动资产(万元),--,--,0,
流动资产合计(万元),121162,131062,109867,
发放贷款及垫款(万元),--,--,0,
可供出售金融资产(万元),0,--,598,
持有至到期投资(万元),--,--,0,
长期应收款(万元),--,--,0,
长期股权投资(万元),1616,2129,3353,
其他长期投资(万元),--,--,0,
投资性房地产(万元),1621,1714,1905,
固定资产原值(万元),161216,162515,161909,
累计折旧(万元),85806,83414,81141,
固定资产净值(万元),75410,79101,80768,
固定资产减值准备(万元),14713,15207,16469,
固定资产(万元),60697,63894,64299,
在建工程(万元),1356,1035,3024,
工程物资(万元),--,--,119,
固定资产清理(万元),--,--,0,
生产性生物资产(万元),--,--,0,
公益性生物资产(万元),--,--,0,
油气资产(万元),--,--,0,
无形资产(万元),8303,8324,8550,
开发支出(万元),--,--,0,
商誉(万元),--,--,0,
长期待摊费用(万元),--,--,0,
股权分置流通权(万元),--,--,0,
递延所得税资产(万元),--,6543,7386,
其他非流动资产(万元),--,--,0,
非流动资产合计(万元),73594,83639,89233,
资产总计(万元),194756,214701,199100,
短期借款(万元),63950,49950,44800,
向中央银行借款(万元),--,--,0,
吸收存款及同业存放(万元),--,--,0,
拆入资金(万元),--,--,0,
交易性金融负债(万元),0,--,0,
衍生金融负债(万元),--,--,0,
应付票据(万元),15000,11000,14000,
应付账款(万元),41989,28713,36281,
预收账款(万元),14904,17617,7961,
卖出回购金融资产款(万元),--,--,0,
应付手续费及佣金(万元),--,--,0,
应付职工薪酬(万元),14247,10916,11955,
应交税费(万元),2366,1451,4162,
应付利息(万元),96,64,0,
应付股利(万元),--,--,0,
其他应交款(万元),--,--,0,
应付保证金(万元),--,--,0,
内部应付款(万元),--,--,0,
其他应付款(万元),21247,34341,21969,
预提费用(万元),--,--,0,
预计流动负债(万元),--,--,0,
应付分保账款(万元),--,--,0,
保险合同准备金(万元),--,--,0,
代理买卖证券款(万元),--,--,0,
代理承销证券款(万元),--,--,0,
国际票证结算(万元),--,--,0,
国内票证结算(万元),--,--,0,
递延收益(万元),--,--,0,
应付短期债券(万元),--,--,0,
一年内到期的非流动负债(万元),--,--,0,
其他流动负债(万元),--,--,0,
流动负债合计(万元),173799,154051,141128,
长期借款(万元),--,--,0,
应付债券(万元),--,--,0,
长期应付款(万元),368,471,350,
专项应付款(万元),--,--,0,
预计非流动负债(万元),--,--,0,
长期递延收益(万元),--,--,--,
递延所得税负债(万元),--,137,335,
其他非流动负债(万元),--,--,0,
非流动负债合计(万元),368,608,685,
负债合计(万元),174167,154659,141813,
实收资本(或股本)(万元),75431,75431,75431,
资本公积(万元),30592,30455,30666,
减:库存股(万元),--,--,0,
专项储备(万元),--,--,--,
盈余公积(万元),6962,6736,6736,
一般风险准备(万元),--,--,0,
未确定的投资损失(万元),--,--,0,
未分配利润(万元),-92396,-52580,-55547,
拟分配现金股利(万元),--,--,0,
外币报表折算差额(万元),--,--,0,
归属于母公司股东权益合计(万元),20589,60041,57287,
少数股东权益(万元),--,--,0,
所有者权益(或股东权益)合计(万元),20589,60041,57287,
负债和所有者权益(或股东权益)总计(万元),194756,214701,199100,		
  
