报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),32136,37556,17714,15939,26398,31752,37083,7731,9506,4706,
结算备付金(万元),--,--,--,--,--,--,0,--,--,--,
拆出资金(万元),--,--,--,--,--,--,0,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,0,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3642,835,1937,2854,785,1080,884,220,57,470,
应收账款(万元),27027,34472,24279,23018,19704,17775,16112,12786,9404,6685,
预付款项(万元),5090,1695,1280,691,1358,802,529,746,1560,244,
应收保费(万元),--,--,--,--,--,--,0,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,0,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,0,--,--,--,
应收利息(万元),--,105,--,--,85,14,121,--,--,--,
应收股利(万元),--,--,--,--,--,--,0,--,--,--,
其他应收款(万元),6501,4673,2569,1404,1340,1081,996,991,746,741,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,0,--,--,--,
存货(万元),11706,9295,11124,14273,10474,8403,8255,8787,5533,4275,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),1418,753,--,--,--,--,0,--,--,--,
其他流动资产(万元),11617,13072,243,130,166,--,0,--,--,--,
流动资产合计(万元),99137,102455,59146,58309,60311,60907,63980,31261,26805,17120,
发放贷款及垫款(万元),--,--,--,--,--,--,0,--,--,--,
可供出售金融资产(万元),2949,2266,2520,2020,20,--,0,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,0,--,--,--,
长期应收款(万元),1973,2678,--,--,--,--,0,--,--,--,
长期股权投资(万元),611,300,--,--,--,--,700,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
