报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),8700,24151,9666,8055,5748,4113,2177,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),--,--,--,127,848,58,26,
应收账款(万元),1061,695,943,664,140,154,170,
预付款项(万元),223,260,781,184,196,146,208,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),34,38,12,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),122,142,77,100,89,92,115,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),11209,9246,5535,5638,7226,7756,6271,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),14217,129,21,7,6,90,291,
流动资产合计(万元),35566,34660,17035,14775,14253,12409,9258,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),98,140,--,--,--,--,--,
固定资产原值(万元),20126,19220,13742,13398,--,--,--,
累计折旧(万元),8291,7084,6684,5688,--,--,--,
固定资产净值(万元),11835,12136,7057,7709,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),11835,12136,7057,7709,8451,8802,8938,
在建工程(万元),164,172,4793,2268,62,59,39,
工程物资(万元),--,--,--,--,--,--,17,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
