报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),29072,26504,8768,4144,1858,2520,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),783,651,117,19,8,--,
应收账款(万元),12362,6019,5064,3522,2128,663,
预付款项(万元),268,284,510,525,368,555,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),555,83,85,79,411,894,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),10835,13450,8563,6825,5604,3670,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),398,11316,122,492,266,50,
流动资产合计(万元),54273,58308,23228,15607,10643,8352,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),129,233,300,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),21057,19784,16498,14652,11642,--,
累计折旧(万元),7551,5721,4202,2834,1763,--,
固定资产净值(万元),13506,14062,12296,11818,9879,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),13506,14062,12296,11818,9879,4640,
在建工程(万元),9697,1378,36,146,190,1002,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),3434,3368,3356,1956,1894,1936,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),569,411,438,432,--,--,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),487,330,249,174,143,71,
其他非流动资产(万元),570,1707,--,--,--,--,
非流动资产合计(万元),28392,21489,16676,14527,12106,7648,
资产总计(万元),82665,79797,39905,30134,22748,16000,
短期借款(万元),5000,3000,1500,1740,2517,1001,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),--,743,207,214,--,140,
应付账款(万元),4771,6237,5013,4623,3398,1159,
预收账款(万元),2908,4648,2774,2273,1943,3659,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),2659,2767,1904,1337,1004,652,
应交税费(万元),171,760,485,871,2503,1390,
应付利息(万元),--,--,--,--,17,--,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),45,41,35,20,24,199,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,500,0,2,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),15554,18195,12418,11078,11409,8200,
长期借款(万元),2000,500,490,500,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,2,2,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),1241,1056,498,382,314,243,
长期递延收益(万元),208,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,133,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),3450,1556,988,884,316,376,
负债合计(万元),19004,19751,13406,11962,11725,8576,
实收资本(或股本)(万元),15720,7860,5895,5555,2122,762,
资本公积(万元),24594,34471,11257,8534,1387,1387,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),988,766,586,420,259,102,
盈余公积(万元),2218,1485,682,128,785,387,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),20126,13449,6324,1788,5095,4688,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),63661,58039,24747,16431,9649,7327,
少数股东权益(万元),--,2007,1752,1741,1374,97,
所有者权益(或股东权益)合计(万元),63661,60046,26499,18172,11023,7424,
负债和所有者权益(或股东权益)总计(万元),82665,79797,39905,30134,22748,16000,		
  
