报告日期,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),1508,2955,6405,--,--,--,--,0,0,
结算备付金(万元),--,--,--,--,--,--,--,0,--,
拆出资金(万元),--,--,--,--,--,--,--,0,--,
交易性金融资产(万元),--,11,--,--,--,--,--,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,0,--,
应收票据(万元),56,31,--,--,--,--,--,0,--,
应收账款(万元),27982,9209,12245,--,--,--,--,0,--,
预付款项(万元),14011,13281,10882,--,--,--,--,0,--,
应收保费(万元),--,--,--,--,--,--,--,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,0,--,
应收利息(万元),--,--,--,--,--,--,--,0,--,
应收股利(万元),--,--,--,--,--,--,--,0,--,
其他应收款(万元),5121,7642,3268,2,114,114,114,114,80,
应收出口退税(万元), --,--,--,--,--,--,--,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,0,--,
应收保证金(万元),--,--,--,--,--,--,--,0,--,
内部应收款(万元),--,--,--,--,--,--,--,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,0,--,
存货(万元),38740,48185,39498,--,--,--,--,0,--,
待摊费用(万元),--,--,--,--,--,--,--,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,0,--,
一年内到期的非流动资产(万元),--,--,13,--,--,--,--,0,--,
其他流动资产(万元),3155,5490,5850,--,--,--,--,0,--,
流动资产合计(万元),90573,86804,78161,2,114,114,114,114,81,
发放贷款及垫款(万元),--,--,--,--,--,--,--,0,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,0,--,
长期应收款(万元),--,--,--,--,--,--,--,0,--,
长期股权投资(万元),--,--,--,--,5422,5422,5422,5422,5422,
其他长期投资(万元),--,--,--,--,--,--,--,0,--,
投资性房地产(万元),--,22025,22025,--,--,--,--,0,--,
固定资产原值(万元),--,--,--,--,5926,5926,5926,5926,5926,
累计折旧(万元),--,--,--,--,3533,3399,3264,3129,2994,
固定资产净值(万元),--,--,--,--,2393,2528,2662,2797,2932,
固定资产减值准备(万元),--,--,--,--,94,94,94,94,94,
固定资产(万元),1232,42541,42765,0,2299,2434,2569,2703,2838,
在建工程(万元),117683,76362,49189,--,--,--,--,0,--,
工程物资(万元),--,--,--,--,--,--,--,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,0,--,
油气资产(万元),--,--,--,--,--,--,--,0,--,
无形资产(万元),88,44,3625,--,4540,4540,4540,4540,4540,
开发支出(万元),192,190,--,--,--,--,--,0,--,
商誉(万元),7475,7475,32007,--,--,--,--,0,--,
长期待摊费用(万元),233,188,217,--,--,--,--,0,--,
股权分置流通权(万元),--,--,--,--,--,--,--,0,--,
递延所得税资产(万元),142,190,21,--,--,--,--,0,--,
其他非流动资产(万元),22025,--,--,--,--,--,--,0,--,
非流动资产合计(万元),149071,149015,149850,0,12261,12396,12531,12666,12801,
资产总计(万元),239644,235819,228011,2,12375,12510,12645,12779,12881,
短期借款(万元),--,--,--,34932,38800,38800,38800,38800,38800,
向中央银行借款(万元),--,--,--,--,--,--,--,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,0,--,
拆入资金(万元),--,--,--,--,--,--,--,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,0,--,
应付票据(万元),--,356,96,--,--,--,--,0,--,
应付账款(万元),6320,4361,2594,--,--,--,--,0,--,
预收账款(万元),115,859,285,1490,1490,1490,1490,1490,1490,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,0,--,
应付职工薪酬(万元),111,116,90,2,54,39,39,39,39,
应交税费(万元),2310,2661,1931,154,154,154,154,154,154,
应付利息(万元),27,23,--,62703,71277,68264,65251,62238,59225,
应付股利(万元),--,--,--,322,322,322,322,322,322,
其他应交款(万元),--,--,--,--,--,--,--,0,--,
应付保证金(万元),--,--,--,--,--,--,--,0,--,
内部应付款(万元),--,--,--,--,--,--,--,0,--,
其他应付款(万元),5853,5627,6043,25209,20625,20547,20461,20379,20274,
预提费用(万元),--,--,--,--,--,--,--,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,0,--,
递延收益(万元),--,--,--,--,--,--,--,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,0,--,
一年内到期的非流动负债(万元),309,200,148,--,--,--,--,0,--,
其他流动负债(万元),--,--,--,--,--,--,--,0,--,
流动负债合计(万元),15045,14202,11187,124813,132722,129616,126517,123422,120304,
长期借款(万元),--,--,--,--,--,--,--,0,--,
应付债券(万元),--,--,--,--,--,--,--,0,--,
长期应付款(万元),219,226,--,--,--,--,--,0,--,
专项应付款(万元),--,--,--,--,--,--,--,0,--,
预计非流动负债(万元),--,--,--,66696,66342,64029,61716,59404,57091,
长期递延收益(万元),--,--,--,--,--,--,--,0,--,
递延所得税负债(万元),--,--,--,--,--,--,--,0,--,
其他非流动负债(万元),--,--,--,--,--,--,--,0,--,
非流动负债合计(万元),219,226,0,66696,66342,64029,61716,59404,57091,
负债合计(万元),15264,14428,11187,191509,199065,193645,188234,182826,177394,
实收资本(或股本)(万元),159876,159876,15721,15721,15721,15721,15721,15721,15721,
资本公积(万元),105850,105850,250005,16970,16970,16970,16970,16970,16970,
减:库存股(万元),--,--,--,--,--,--,--,0,--,
专项储备(万元),--,--,--,--,--,--,--,0,--,
盈余公积(万元),351,351,351,351,351,351,351,351,351,
一般风险准备(万元),--,--,--,--,--,--,--,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,0,--,
未分配利润(万元),-41697,-44686,-49253,-224548,-219731,-214177,-208631,-203088,-197555,
拟分配现金股利(万元),--,--,--,--,--,--,--,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,0,--,
归属于母公司股东权益合计(万元),224380,221391,216824,-191506,-186690,-181135,-175589,-170046,-164513,
少数股东权益(万元),--,--,--,--,--,--,--,0,--,
所有者权益(或股东权益)合计(万元),224380,221391,216824,-191506,-186690,-181135,-175589,-170046,-164513,
负债和所有者权益(或股东权益)总计(万元),239644,235819,228011,2,12375,12510,12645,12779,12881,		
  
