报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),13466,16653,12177,3780,6332,5324,5868,1378,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),2888,3410,2504,3693,2529,2458,3744,2140,
应收账款(万元),38410,32763,13529,12025,12168,13423,9475,8464,
预付款项(万元),526,561,216,252,779,1306,275,72,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,82,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),545,499,301,560,449,42,40,90,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),12842,10334,5014,4624,4429,4603,3491,3997,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),373,167,12000,--,--,--,--,--,
流动资产合计(万元),69050,64386,45824,24934,26686,27156,22893,16141,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),30223,27853,8572,8388,--,--,--,--,
累计折旧(万元),11518,9556,2093,1554,--,--,--,--,
固定资产净值(万元),18705,18296,6480,6834,--,--,--,--,
固定资产减值准备(万元),173,173,39,39,--,--,--,--,
固定资产(万元),18532,18123,6441,6795,2840,3041,2574,2392,
在建工程(万元),6840,5422,3588,144,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),0,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),14275,14066,2523,2582,2641,373,354,364,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),67069,53380,--,--,--,--,--,--,
长期待摊费用(万元),270,101,96,150,214,42,26,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),1792,542,28,46,34,39,37,71,
其他非流动资产(万元),1845,545,--,--,--,--,--,--,
非流动资产合计(万元),110623,92180,12678,9718,5729,3496,2992,2826,
资产总计(万元),179673,156566,58501,34652,32415,30652,25885,18968,
短期借款(万元),12612,9000,--,--,--,--,--,1500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),650,300,550,1097,1609,840,908,--,
应付账款(万元),16321,13651,7877,6644,5619,6877,5609,5451,
预收账款(万元),72,88,42,54,66,77,60,532,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1200,1780,550,526,530,701,388,378,
应交税费(万元),2267,1843,681,654,688,687,784,653,
应付利息(万元),25,9,--,--,--,--,--,--,
应付股利(万元),--,--,--,932,3408,1140,--,597,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),14746,3303,673,451,358,461,151,261,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,
流动负债合计(万元),47895,29974,10372,10358,12279,10783,7899,9372,
长期借款(万元),--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,214,--,--,--,--,--,--,
长期递延收益(万元),1750,--,--,--,--,--,--,--,
递延所得税负债(万元),2567,2614,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,
非流动负债合计(万元),4317,2828,0,0,0,0,0,0,
负债合计(万元),52211,32802,10372,10358,12279,10783,7899,9372,
实收资本(或股本)(万元),19303,19303,10000,7500,7500,7500,7500,6657,
资本公积(万元),83129,82850,21956,4862,4862,4862,4862,1095,
减:库存股(万元),--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,
盈余公积(万元),2680,2680,2358,1869,1412,1003,480,109,
一般风险准备(万元),--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,
未分配利润(万元),21603,18126,13815,10063,6361,6504,5144,1736,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),126715,122960,48129,24294,20136,19869,17986,9596,
少数股东权益(万元),747,804,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),127462,123764,48129,24294,20136,19869,17986,9596,
负债和所有者权益(或股东权益)总计(万元),179673,156566,58501,34652,32415,30652,25885,18968,		
  
