报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),77933,61502,72188,86037,62893,47533,24811,14082,18463,21907,11543,7104,3925,1839,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
交易性金融资产(万元),58,--,0,405,240,--,--,389,--,1132,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收票据(万元),2162,4236,2385,2577,2987,4441,2181,3058,1274,211,30,725,183,117,
应收账款(万元),6367,5631,5080,4694,6280,4750,3970,3634,3477,3034,2928,2829,2642,2171,
预付款项(万元),2148,1076,2184,1953,7095,11925,3825,3074,1012,1528,1244,833,366,559,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收利息(万元),379,238,153,156,--,--,--,--,--,0,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应收款(万元),1783,836,640,360,155,130,250,185,294,35,68,211,162,333,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
存货(万元),26340,22320,15628,12359,16475,14922,13361,19446,10340,7069,10457,7299,7763,4074,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他流动资产(万元),32749,1005,14178,--,--,--,--,--,--,0,--,0,0,0,
流动资产合计(万元),149918,96846,112435,108541,96125,83700,48399,43869,34861,34916,26269,19002,15041,9092,
