报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),768208,483135,215360,364176,339426,699052,633698,710709,309462,259179,209246,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),317764,31799,--,--,21,427,1165,118,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,4907511,3978625,2816175,2335237,1754826,1479089,870298,772610,323773,95810,
应收账款(万元),334322,87344,51798,67592,73011,65631,69149,67937,32700,14783,25194,
预付款项(万元),44080,57954,105718,88072,72333,44607,39155,36060,35483,42888,39705,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),74,2836,1242,513,490,--,--,--,--,--,--,
应收股利(万元),--,--,--,979,800,900,1528,--,--,--,--,
其他应收款(万元),65100,29789,25101,10185,289679,255919,85439,65040,120209,2408,27699,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),444510,557477,606114,411981,347039,276389,269512,277668,210368,158993,87639,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),1244065,744788,120170,102369,5216,--,--,--,--,--,--,
其他流动资产(万元),3394505,26700,144875,176957,68123,4868,6033,9590,1625,671,402,
流动资产合计(万元),6612629,6929333,5392803,4039000,3531374,3102619,2584768,2037419,1482456,817694,496395,
发放贷款及垫款(万元),581652,442869,307625,56106,10051,--,--,--,--,--,--,
可供出售金融资产(万元),--,770,770,720,720,--,--,--,--,15000,10700,
持有至到期投资(万元),7000,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),14588,--,136119,161383,--,--,2297,--,--,--,--,
