报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),70519,92351,86170,59638,39428,17279,22176,30052,31171,29911,25402,1919,2893,598,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
交易性金融资产(万元),--,203,--,--,--,0,--,--,--,0,--,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收票据(万元),67042,86953,97236,76451,316,219,20,--,--,0,--,0,0,--,
应收账款(万元),113345,134515,137212,98447,10619,8817,7768,9969,8764,9758,13247,10948,8072,6477,
预付款项(万元),6520,8699,7366,4509,532,927,1890,869,1462,3050,8030,463,240,4,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收利息(万元),--,41,71,8,197,136,92,288,77,85,26,0,0,--,
应收股利(万元),--,--,--,--,--,0,--,--,--,0,--,0,0,--,
其他应收款(万元),24227,2640,2928,2216,407,713,30,48,466,572,771,173,134,3986,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
存货(万元),103662,107054,88158,68602,4895,5547,4879,4892,5295,8477,10296,9130,6366,3877,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,0,--,--,--,0,--,0,0,--,
其他流动资产(万元),5155,6881,7884,6490,505,0,--,--,--,0,--,0,0,--,
流动资产合计(万元),390471,439338,427025,316360,56899,33637,36853,46118,47235,51853,57771,22633,17705,14941,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
长期股权投资(万元),19301,19863,15685,12650,--,11055,11071,2115,2001,1829,1682,0,50,106,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
投资性房地产(万元),3010,1948,2043,--,--,0,--,--,--,0,--,0,0,--,
固定资产原值(万元),224925,234111,201340,142292,17153,24626,9546,9457,9325,9218,9051,8653,7810,--,
累计折旧(万元),99317,101468,86813,55840,4517,4291,4391,3856,3299,2696,2105,1482,928,--,
固定资产净值(万元),125608,132643,114527,86452,12636,20335,5154,5601,6026,6522,6946,7171,6882,--,
固定资产减值准备(万元),204,194,188,213,--,--,--,--,--,0,0,0,0,--,
固定资产(万元),125404,132449,114338,86239,12636,20335,5154,5601,6026,6522,6946,7171,6882,3225,
在建工程(万元),17952,9661,16150,8049,--,162,7366,3579,107,62,32,0,0,60,
工程物资(万元),--,--,--,--,--,0,--,--,--,0,--,0,0,--,
固定资产清理(万元),--,--,--,--,--,0,--,--,--,0,--,0,0,--,
生产性生物资产(万元),--,--,--,--,--,0,--,--,--,0,--,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
油气资产(万元),--,--,--,--,--,0,--,--,--,0,--,0,0,--,
无形资产(万元),40384,43897,45314,44445,2009,15539,2280,2333,1903,1939,484,1956,352,206,
