报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),19283,20111,36115,23269,20147,13137,11878,9327,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),1926,6787,3318,5752,444,573,--,70,
应收账款(万元),52400,72848,16605,28842,14267,10611,8429,6341,
预付款项(万元),30749,24036,21357,22976,17426,17594,16230,10469,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),1732,2309,614,484,463,496,588,192,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),--,4,74,--,--,--,--,--,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),1508,9141,3109,2276,3762,1004,432,--,
流动资产合计(万元),107599,135236,81191,83598,56509,43415,37558,26399,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,500,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),4065,5310,5458,3546,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),1437,1413,1222,1085,911,876,--,--,
累计折旧(万元),928,879,801,660,520,396,--,--,
固定资产净值(万元),509,534,422,424,391,480,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),509,534,422,424,391,480,342,297,
在建工程(万元),--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),677,752,150,54,34,32,--,--,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),58970,58970,237,743,1225,1225,--,--,
长期待摊费用(万元),54,--,289,553,199,220,183,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),3945,2616,1509,1308,832,608,304,122,
其他非流动资产(万元),155,--,--,--,--,--,--,--,
非流动资产合计(万元),68375,68682,8064,6628,2681,2565,829,419,
资产总计(万元),175974,203919,89256,90226,59190,45979,38387,26817,
短期借款(万元),8774,2500,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
