报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),12475,27154,18009,9514,9315,11681,8727,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),26,27,38,396,323,--,78,
应收账款(万元),68176,52301,24789,21798,17034,17627,11763,
预付款项(万元),828,364,451,83,165,157,130,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),1478,1192,753,474,310,259,149,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),13148,17221,4287,1123,2080,7068,4432,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),8682,9550,1554,1094,888,324,--,
其他流动资产(万元),679,272,--,--,--,--,--,
流动资产合计(万元),105492,108080,49882,34483,30115,37116,25279,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),15169,13890,2282,2763,2559,1320,--,
长期股权投资(万元),245,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),19120,7947,4852,4260,4169,3817,--,
累计折旧(万元),3984,2779,2520,2226,1853,1283,--,
固定资产净值(万元),15136,5168,2332,2033,2316,2533,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),15136,5168,2332,2033,2316,2533,2155,
在建工程(万元),--,9322,5313,4816,3221,2068,223,
工程物资(万元),15,0,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),916,810,877,817,794,822,833,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,10,
长期待摊费用(万元),--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),1926,1012,455,572,499,340,171,
其他非流动资产(万元),--,144,--,--,--,--,--,
非流动资产合计(万元),33408,30345,11260,11000,9389,7082,3392,
资产总计(万元),138900,138426,61142,45484,39504,44198,28671,
短期借款(万元),11600,4700,2200,--,2000,3200,--,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
