报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),60703,57391,48923,43730,39157,35846,33088,5480,1706,790,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,
应收账款(万元),2985,2154,2597,3943,2132,1926,1904,724,1113,55,
预付款项(万元),1933,765,883,986,1690,1304,205,985,232,657,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),37,242,46,40,79,26,29,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),316,223,129,130,220,58,109,59,16,118,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),3649,2031,1969,2859,4240,1554,1470,1127,747,336,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),396,311,619,137,124,254,107,--,--,--,
流动资产合计(万元),70017,63118,55165,51825,47643,40967,36913,8375,3814,1955,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),63495,62253,59355,56743,46332,38447,31096,29328,--,--,
累计折旧(万元),25363,21564,18460,14963,11727,8820,6372,4203,--,--,
固定资产净值(万元),38132,40689,40895,41780,34605,29626,24724,25125,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),38132,40689,40895,41780,34605,29626,24724,25125,23569,16680,
在建工程(万元),4776,1991,3399,3289,4763,3815,5063,311,177,4751,
工程物资(万元),208,145,147,537,219,221,215,186,115,98,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),6203,6531,6710,6998,6054,1664,1039,1049,963,607,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,948,948,948,--,--,--,--,--,
长期待摊费用(万元),170,33,47,35,72,116,163,4,6,4,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),75,43,30,42,20,16,15,10,15,2,
其他非流动资产(万元),5000,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),54563,49432,52176,53630,46681,35458,31219,26684,24846,22142,
资产总计(万元),124580,112549,107341,105455,94324,76425,68132,35059,28660,24098,
短期借款(万元),50,--,--,--,--,--,--,2100,4100,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,
应付票据(万元),274,--,--,--,--,--,--,--,--,--,
应付账款(万元),6464,6506,6829,10729,7014,3741,3669,4783,3691,3385,
预收账款(万元),9677,6726,7872,7413,8886,5648,4538,3856,2348,992,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),753,782,578,688,566,407,309,317,192,26,
应交税费(万元),510,755,614,773,642,476,502,405,630,-190,
应付利息(万元),--,--,--,--,--,--,--,17,20,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),331,476,196,699,722,203,134,55,21,13765,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,900,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),18058,15245,16089,20302,17831,10476,9153,11533,11002,18878,
长期借款(万元),--,--,--,--,--,--,--,8450,7550,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,2,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),25,51,85,125,165,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,205,246,286,326,366,
非流动负债合计(万元),25,51,85,125,167,205,246,8736,7876,366,
负债合计(万元),18084,15296,16174,20426,17998,10682,9399,20269,18878,19244,
实收资本(或股本)(万元),42243,42243,42243,42243,23468,11734,7334,5500,5500,1000,
资本公积(万元),2320,2375,2375,2375,21150,32884,37284,1726,1726,1600,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,
专项储备(万元),63,141,182,8,351,403,519,447,297,161,
盈余公积(万元),6852,6136,5247,4396,3232,2182,1360,712,226,176,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),50202,45209,39873,34619,26576,18541,12237,6406,2034,1917,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),101680,96105,89920,83641,74777,65744,58734,14790,9782,4853,
少数股东权益(万元),4817,1149,1248,1388,1549,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),106497,97253,91168,85029,76326,65744,58734,14790,9782,4853,
负债和所有者权益(或股东权益)总计(万元),124580,112549,107341,105455,94324,76425,68132,35059,28660,24098,		
  
