报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),58973,37779,84427,17401,42692,53112,53271,32119,31624,16876,9770,15393,12951,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,500,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
应收票据(万元),13291,8712,305,911,6500,7130,6686,8518,6972,4279,3476,10212,12958,
应收账款(万元),25439,13479,11881,9153,9346,9784,10110,10830,9051,9987,6016,4243,3509,
预付款项(万元),17323,11501,23719,18730,15206,3525,24895,8880,11783,7111,7615,13803,8706,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
其他应收款(万元),2872,1434,17738,31923,9251,1997,10339,3567,1923,2564,2687,975,814,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
存货(万元),47754,47957,22849,19076,18651,41376,40558,41887,44751,44274,27837,52613,46058,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
其他流动资产(万元),10744,20836,21861,2853,1186,6528,6013,--,--,0,--,0,--,
流动资产合计(万元),176396,141698,182780,100047,102833,123451,151871,105801,106103,85091,57400,97240,85496,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
可供出售金融资产(万元),33080,--,--,--,12,--,--,1465,1629,2417,1225,4038,283,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
长期应收款(万元),2600,1250,1250,1250,--,--,--,--,--,0,--,0,--,
长期股权投资(万元),--,29470,--,--,--,12,--,--,--,0,--,0,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
固定资产原值(万元),462551,426403,287107,263900,289627,297558,279033,305239,303103,278458,263407,253588,238748,
累计折旧(万元),167501,149073,133058,137669,132827,160858,149796,158580,153346,142253,126826,114835,107881,
固定资产净值(万元),295050,277331,154049,126231,156801,136700,129237,146659,149757,136204,136580,138753,130867,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
固定资产(万元),295050,277331,154049,126231,156801,136700,129237,146659,149757,136204,136580,138753,130867,
在建工程(万元),137647,76450,58448,12201,27022,60171,28139,12097,12523,27473,25951,15163,7788,
工程物资(万元),28237,40537,15693,6659,1502,22400,5842,3902,1065,113,132,5738,1882,
固定资产清理(万元),--,--,2,--,1157,1157,1488,3840,--,0,--,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
无形资产(万元),25587,22872,11516,11795,13791,29091,19346,21348,17249,17853,6891,7202,7363,
开发支出(万元),--,--,--,--,301,--,--,--,--,0,--,0,--,
商誉(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
长期待摊费用(万元),70,10,42,45,141,23,51,154,573,741,374,418,52,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
递延所得税资产(万元),748,592,1149,1265,998,2263,9080,8328,2727,3187,6413,1658,2420,
其他非流动资产(万元),14612,27803,37141,5521,26302,24593,--,--,--,0,--,0,--,
非流动资产合计(万元),537630,476315,279290,164966,228026,276410,193183,197793,185523,187987,177567,172969,150655,
资产总计(万元),714026,618013,462070,265013,330859,399861,345054,303594,291626,273079,234967,270209,236151,
短期借款(万元),172637,137340,85000,71000,65346,109944,87438,100748,68768,76703,64996,44142,31361,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
应付票据(万元),69010,51700,29459,15800,30400,66383,46355,32602,33800,7900,4800,1360,6305,
应付账款(万元),72295,90780,34458,24338,37420,59587,46743,39391,39363,33441,30142,30639,21527,
预收账款(万元),8461,7287,2466,2807,2137,10793,13056,10549,4909,8673,6663,4387,4578,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
应付职工薪酬(万元),9265,3665,2102,1374,1898,5178,4243,4523,4196,5054,6631,5315,8577,
应交税费(万元),636,602,598,718,558,659,1720,-3402,-964,-2625,-6084,-4707,-2890,
应付利息(万元),--,--,--,--,--,--,77,--,--,0,--,0,--,
应付股利(万元),255,255,255,255,457,457,457,457,457,855,255,256,329,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
其他应付款(万元),56795,21671,20916,32008,30724,42079,28061,21835,8518,16428,3500,3529,3746,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
一年内到期的非流动负债(万元),19698,7223,--,5100,10000,--,--,--,3000,8000,3000,10040,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
流动负债合计(万元),409051,320522,175253,153400,178940,295080,228149,206702,162046,154429,113902,94960,73533,
长期借款(万元),9750,16448,--,--,46500,81405,51528,31728,35728,16822,22271,37775,41751,
应付债券(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
长期应付款(万元),--,--,16083,13274,--,--,--,--,--,0,--,0,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
长期递延收益(万元),3296,3051,1428,1013,3549,--,--,--,--,0,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,252,293,534,236,939,0,
其他非流动负债(万元),--,--,--,--,--,6191,5134,4766,2215,2202,1810,1499,560,
非流动负债合计(万元),13046,19499,17511,14287,50049,87596,56662,36746,38236,19558,24317,40213,42312,
负债合计(万元),422098,340021,192764,167687,228989,382676,284812,243447,200283,173987,138220,135173,115845,
实收资本(或股本)(万元),197071,197071,197071,71660,71660,37826,37826,37826,37826,37826,37826,37826,37826,
资本公积(万元),138958,138956,138956,94701,97236,46498,46498,47254,47377,48099,51457,53566,50750,
减:库存股(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
盈余公积(万元),19050,19050,19050,19050,19050,19050,19050,19050,19050,19050,19050,19050,18196,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
未分配利润(万元),-63152,-76393,-84953,-88203,-89169,-91207,-51853,-52845,-23448,-15549,-20418,15676,8562,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,
归属于母公司股东权益合计(万元),291927,278684,270124,97209,98778,12168,51522,51285,80806,89426,87915,126118,115334,
少数股东权益(万元),1,-691,-818,118,3093,5017,8721,8862,10538,9666,8832,8919,4971,
所有者权益(或股东权益)合计(万元),291928,277993,269306,97327,101871,17185,60242,60147,91344,99092,96747,135037,120306,
负债和所有者权益(或股东权益)总计(万元),714026,618013,462070,265013,330859,399861,345054,303594,291626,273079,234967,270209,236151,		
  
