报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),61962,63271,87548,126898,65184,54359,39328,45787,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),681,2379,2959,1686,12,1385,652,--,
应收账款(万元),10222,7413,10135,10901,13617,13545,10699,9891,
预付款项(万元),1229,2674,621,1654,1690,506,732,730,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),847,921,867,705,472,313,221,920,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),9906,10980,7470,8051,8380,7635,8221,7627,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,1000,--,--,--,--,
其他流动资产(万元),29924,30777,25265,336,2272,--,--,--,
流动资产合计(万元),114770,118730,134865,151232,91626,77743,59853,64955,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),40734,40690,20690,647,612,612,612,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),9759,3702,3369,3281,2689,2492,2298,2167,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),9445,6920,3772,1420,1403,1454,1504,1553,
固定资产原值(万元),27858,30250,32577,34459,34958,7919,--,--,
累计折旧(万元),7767,6795,6217,4873,4033,3067,--,--,
固定资产净值(万元),20091,23455,26360,29586,30925,4852,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),20091,23455,26360,29586,30925,4852,4977,4676,
在建工程(万元),513,821,241,--,--,20818,19174,9842,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),3606,2980,2750,2808,2949,3057,3177,3125,
开发支出(万元),852,859,1156,1090,681,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),426,116,11,70,--,14,363,25,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),6,5,2,184,87,60,1,1,
其他非流动资产(万元),--,84,512,1481,2803,7732,5244,1934,
非流动资产合计(万元),85432,79633,58863,40568,42149,41091,37350,23324,
资产总计(万元),200202,198363,193728,191799,133776,118834,97203,88279,
短期借款(万元),800,1000,1000,1000,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,
应付账款(万元),4296,4843,5768,4969,12025,8465,7953,4550,
预收账款(万元),7416,5825,4424,2563,2811,2505,2481,2417,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2409,2700,2366,2139,2857,3246,2836,2813,
应交税费(万元),374,119,1045,1117,567,963,1651,1287,
应付利息(万元),20,1,1,10,13,14,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),2131,1759,1557,1502,1064,1352,1150,6058,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
