报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),12058,428992,4698,6795,6874,3717,7418,10105,30314,3928,8139,11253,3340,980,1864,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
交易性金融资产(万元),10237,2724,--,--,--,--,--,--,--,0,--,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,
应收票据(万元),11128,10814,7562,10013,10173,4383,2290,7013,7755,1905,3218,2361,1495,1404,1020,
应收账款(万元),19292,400143,26637,32722,33763,36583,34104,32728,27427,18780,13213,9337,7894,4783,2872,
预付款项(万元),734,76161,710,442,253,471,609,8051,2456,8359,10727,9683,525,318,1771,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应收利息(万元),--,7870,--,--,--,--,--,--,--,0,--,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
其他应收款(万元),706,136656,663,365,9171,478,2014,2138,433,209,682,279,217,411,432,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
存货(万元),25219,37056,25757,19519,18079,17156,19889,27091,18452,13445,13311,10124,6782,6253,3219,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
其他流动资产(万元),422,265233,1109,2622,2741,--,--,--,--,0,--,--,0,0,0,
流动资产合计(万元),79797,1365649,67136,72479,81055,62787,66323,87124,86837,46626,49289,43037,20252,14149,11177,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
可供出售金融资产(万元),30,30,30,30,30,--,--,--,--,0,0,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
长期股权投资(万元),5226,5945,5464,4523,3639,3696,3677,3544,3363,3142,12,12,12,12,12,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,
投资性房地产(万元),4235,4497,4759,4832,1139,1398,--,--,--,0,--,--,0,0,0,
固定资产原值(万元),128669,128359,127239,116553,113864,112742,110522,95507,83953,74138,34218,25231,23101,0,--,
累计折旧(万元),69283,63758,57197,51415,45660,38746,31032,23570,16848,11223,8095,6133,4140,0,--,
固定资产净值(万元),59386,64602,70041,65138,68205,73996,79491,71938,67104,62914,26124,19098,18961,0,--,
固定资产减值准备(万元),865,--,--,--,--,--,--,--,--,0,0,0,0,0,--,
固定资产(万元),58521,64602,70041,65138,68205,73996,79491,71938,67104,62914,26124,19098,18961,16686,13970,
在建工程(万元),322,--,51,10386,11712,26159,15568,11714,6315,1693,8118,1527,1545,2879,1924,
工程物资(万元),--,--,--,--,--,--,--,--,--,0,--,--,185,67,474,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
无形资产(万元),16146,17325,17715,17120,13571,17568,17736,19437,6836,6991,7134,7202,3314,3358,3414,
开发支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
商誉(万元),3420,175111,3420,3420,--,--,--,--,--,0,--,--,0,0,0,
长期待摊费用(万元),1256,456,367,305,402,575,871,589,61,145,192,245,295,190,100,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,
递延所得税资产(万元),1056,5330,2191,2070,2053,1570,1337,572,452,340,389,358,281,121,186,
其他非流动资产(万元),54,425,709,2250,1562,4679,11063,--,--,0,--,--,0,0,0,
非流动资产合计(万元),90267,273721,104747,110076,102313,129641,129743,107793,84131,75226,41968,28442,24594,23313,20080,
资产总计(万元),170064,1639370,171883,182555,183368,192427,196065,194918,170968,121852,91258,71479,44846,37462,31258,
短期借款(万元),29250,812199,38600,53390,44376,52430,42805,30436,5650,20900,9000,7500,3800,3200,5800,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
交易性金融负债(万元),0,9860,--,--,--,--,--,--,--,0,0,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,
应付票据(万元),--,86636,500,2051,9110,6825,4612,--,5147,4000,2000,1000,2650,1428,0,
应付账款(万元),20668,232726,13006,11307,11975,19386,26364,27219,18647,14500,13656,8013,7061,10624,3544,
预收账款(万元),7939,31371,3461,2307,1718,1344,2762,3926,2372,4450,4816,2556,2992,1644,2631,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应付职工薪酬(万元),3187,3132,1836,1579,1304,1109,1022,1254,1525,566,1194,929,368,474,409,
应交税费(万元),1800,17459,668,799,329,-402,-195,-904,714,-1049,1212,372,657,-164,19,
应付利息(万元),47,6017,51,55,74,87,136,124,34,55,26,18,7,4,9,
应付股利(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,
其他应付款(万元),11550,42013,530,410,549,422,487,3384,2641,4117,2155,429,113,984,539,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,6000,5000,4000,0,--,--,0,0,0,
其他流动负债(万元),0,2655,1752,281,532,341,1224,--,--,0,--,--,0,0,0,
流动负债合计(万元),74443,1244068,60403,72180,69965,81543,85217,70439,40731,47539,34058,20818,17648,18194,12951,
长期借款(万元),0,50100,--,--,--,--,--,6000,11000,15000,5000,5000,10018,10016,10017,
应付债券(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
预计非流动负债(万元),33100,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
长期递延收益(万元),2000,2501,2318,2282,1969,--,--,--,--,0,--,--,--,0,--,
递延所得税负债(万元),2776,427,--,--,--,--,--,82,--,0,--,--,0,117,0,
其他非流动负债(万元),--,--,--,--,--,1836,1386,2149,630,708,--,--,0,0,0,
非流动负债合计(万元),37876,53028,2318,2282,1969,1836,1386,8230,11630,15708,5000,5000,10018,10133,10017,
负债合计(万元),112319,1297096,62721,74461,71935,83379,86603,78670,52360,63247,39058,25818,27666,28327,22968,
实收资本(或股本)(万元),69935,69935,44563,44563,44563,44563,44563,44563,22281,18000,18000,12000,9000,1200,1200,
资本公积(万元),234646,234646,43838,43838,43838,43838,43838,43838,66119,17022,17022,23022,3041,119,40,
减:库存股(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,
盈余公积(万元),4451,4451,4421,4158,4157,3997,3928,3928,2732,1614,1359,1095,778,1447,803,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
未分配利润(万元),-251401,32160,16258,15364,18706,16481,16963,23750,27306,21831,15653,9379,4094,5827,4365,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
归属于母公司股东权益合计(万元),57630,341191,109079,107922,111263,108878,109291,116078,118437,58467,52035,45496,16913,8594,6408,
少数股东权益(万元),114,1082,83,172,170,171,171,170,171,138,165,164,267,542,1882,
所有者权益(或股东权益)合计(万元),57745,342273,109162,108093,111433,109049,109462,116248,118608,58605,52200,45661,17180,9135,8290,
负债和所有者权益(或股东权益)总计(万元),170064,1639370,171883,182555,183368,192427,196065,194918,170968,121852,91258,71479,44846,37462,31258,		
  
