报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),32071,30550,47021,8705,4102,
结算备付金(万元),--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,
交易性金融资产(万元),41,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,
应收票据(万元),--,--,39,--,--,
应收账款(万元),65541,54253,39050,24929,18561,
预付款项(万元),360,243,504,520,294,
应收保费(万元),--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,
应收利息(万元),--,--,--,--,--,
应收股利(万元),--,--,--,--,--,
其他应收款(万元),7414,4559,6153,2235,5646,
应收出口退税(万元), --,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,
存货(万元),12046,9327,9258,4777,3012,
待摊费用(万元),--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,5030,--,--,
其他流动资产(万元),10592,8886,2660,2334,2516,
流动资产合计(万元),128066,107818,109715,43500,34130,
发放贷款及垫款(万元),--,--,--,--,--,
可供出售金融资产(万元),2402,327,347,--,--,
持有至到期投资(万元),--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,
长期股权投资(万元),2887,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,
投资性房地产(万元),4443,4576,--,--,--,
固定资产原值(万元),300684,228012,92133,68792,--,
累计折旧(万元),66283,47334,34336,26985,--,
固定资产净值(万元),234401,180678,57797,41807,--,
固定资产减值准备(万元),223,226,229,230,--,
固定资产(万元),234178,180453,57568,41577,34037,
在建工程(万元),3489,28974,16623,8564,419,
工程物资(万元),--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,
油气资产(万元),--,--,--,--,--,
无形资产(万元),38987,30202,2176,2150,2201,
开发支出(万元),--,--,--,--,--,
商誉(万元),13992,13352,--,--,--,
长期待摊费用(万元),24479,20817,20103,14141,15461,
股权分置流通权(万元),--,--,--,--,--,
递延所得税资产(万元),617,763,570,687,917,
其他非流动资产(万元),9009,4636,73353,6835,5981,
非流动资产合计(万元),334482,284100,170741,73954,59017,
资产总计(万元),462548,391917,280456,117455,93146,
短期借款(万元),38184,27509,21106,16981,15307,
向中央银行借款(万元),--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,
应付票据(万元),--,--,--,--,--,
应付账款(万元),10822,9164,6132,4148,2685,
预收账款(万元),18716,10694,8346,4436,2650,
卖出回购金融资产款(万元),--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,
应付职工薪酬(万元),17405,12926,10164,8557,4059,
应交税费(万元),3114,3515,1337,1157,1017,
应付利息(万元),232,177,72,52,36,
应付股利(万元),--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,
其他应付款(万元),21311,10452,9062,57340,29229,
预提费用(万元),--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,
递延收益(万元),--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,
一年内到期的非流动负债(万元),15796,19665,9868,3841,3072,
其他流动负债(万元),--,--,--,--,--,
流动负债合计(万元),125581,94102,66088,96511,58056,
长期借款(万元),87613,82947,31500,298,547,
应付债券(万元),--,--,--,--,--,
长期应付款(万元),2716,6338,5124,2347,7023,
专项应付款(万元),--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,
长期递延收益(万元),10099,6390,1402,1455,1697,
递延所得税负债(万元),2347,1112,--,--,--,
其他非流动负债(万元),--,--,--,--,--,
非流动负债合计(万元),102775,96786,38026,4100,9266,
负债合计(万元),228356,190888,104114,100611,67322,
实收资本(或股本)(万元),59066,59066,59066,13098,12500,
资本公积(万元),112909,112909,112909,10709,27257,
减:库存股(万元),--,--,--,--,--,
专项储备(万元),--,--,--,--,--,
盈余公积(万元),7037,3841,1068,2182,2182,
一般风险准备(万元),--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,
未分配利润(万元),54826,24100,3787,-9161,-16546,
拟分配现金股利(万元),--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,
归属于母公司股东权益合计(万元),232893,199767,176342,16843,25825,
少数股东权益(万元),1299,1262,--,--,--,
所有者权益(或股东权益)合计(万元),234192,201029,176342,16843,25825,
负债和所有者权益(或股东权益)总计(万元),462548,391917,280456,117455,93146,		
  
