报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),21550,24162,20121,16173,14913,
结算备付金(万元),--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,
应收票据(万元),2375,--,4794,4491,4907,
应收账款(万元),30237,--,21569,21648,18229,
预付款项(万元),496,301,368,403,458,
应收保费(万元),--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,
应收利息(万元),--,--,--,--,--,
应收股利(万元),--,--,--,--,--,
其他应收款(万元),1215,--,2768,13264,13216,
应收出口退税(万元), --,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,
存货(万元),17557,16808,9989,10488,10136,
待摊费用(万元),--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,
其他流动资产(万元),4259,713,403,432,632,
流动资产合计(万元),77690,76758,60013,66899,62491,
发放贷款及垫款(万元),--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,
长期股权投资(万元),16174,15025,471,--,--,
其他长期投资(万元),--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,
固定资产原值(万元),76199,--,--,--,--,
累计折旧(万元),23040,--,--,--,--,
固定资产净值(万元),53160,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,
固定资产(万元),53160,25245,40642,41442,39236,
在建工程(万元),19123,8631,683,157,--,
工程物资(万元),--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,
油气资产(万元),--,--,--,--,--,
无形资产(万元),27322,16422,14368,1375,1375,
开发支出(万元),--,--,--,--,--,
商誉(万元),404,404,404,142,142,
长期待摊费用(万元),695,898,1129,1292,720,
股权分置流通权(万元),--,--,--,--,--,
递延所得税资产(万元),311,300,232,228,155,
其他非流动资产(万元),2085,7907,515,849,2111,
非流动资产合计(万元),119274,74832,58444,45486,43739,
资产总计(万元),196963,151590,118457,112385,106230,
短期借款(万元),18900,3000,11875,1000,2142,
向中央银行借款(万元),--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,
应付票据(万元),25708,--,15180,10100,10800,
应付账款(万元),24561,--,14348,18236,16529,
预收账款(万元),193,684,370,521,434,
卖出回购金融资产款(万元),--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,
应付职工薪酬(万元),2259,2476,2192,1821,1745,
应交税费(万元),3485,3199,3809,3367,2575,
应付利息(万元),62,--,12,3,11,
应付股利(万元),--,--,5358,--,--,
其他应交款(万元),--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,
其他应付款(万元),139,--,406,269,363,
预提费用(万元),--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,
递延收益(万元),--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,2922,--,
其他流动负债(万元),--,--,--,--,--,
流动负债合计(万元),75305,53060,53550,38238,34598,
长期借款(万元),9631,--,--,--,2754,
应付债券(万元),--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,
长期递延收益(万元),3941,3974,3566,1091,938,
递延所得税负债(万元),3699,2298,1918,--,--,
其他非流动负债(万元),--,--,--,--,--,
非流动负债合计(万元),17271,6272,5484,1091,3692,
负债合计(万元),92576,59332,59034,39330,38290,
实收资本(或股本)(万元),36083,36083,27770,26904,26904,
资本公积(万元),38472,40133,30369,2778,2535,
减:库存股(万元),--,--,--,--,--,
专项储备(万元),--,--,--,--,--,
盈余公积(万元),1746,560,122,5865,5441,
一般风险准备(万元),--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,
未分配利润(万元),25124,12176,-3782,32731,29582,
拟分配现金股利(万元),--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,
归属于母公司股东权益合计(万元),101433,88953,54490,68280,64462,
少数股东权益(万元),2954,3305,4933,4776,3478,
所有者权益(或股东权益)合计(万元),104387,92258,59422,73055,67940,
负债和所有者权益(或股东权益)总计(万元),196963,151590,118457,112385,106230,		
  
