报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),934670,363166,318855,199608,306157,262242,332451,326490,325596,304528,206159,100919,72923,45591,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
交易性金融资产(万元),1920,3051,56615,74504,15683,8230,5788,--,--,0,0,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收票据(万元),966124,300291,88398,120811,162334,213798,132224,147016,41070,19254,18154,36579,14513,13188,
应收账款(万元),223223,116012,138538,156204,168460,116369,93953,61571,57486,37195,12786,11008,14060,30750,
预付款项(万元),45794,65985,81910,91867,129238,118550,139890,112694,120224,125548,119532,67790,27751,16609,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收利息(万元),--,--,483,229,370,--,--,--,--,0,0,0,0,--,
应收股利(万元),5870,--,--,--,--,8660,14786,22353,--,0,0,0,0,--,
其他应收款(万元),75159,93048,183589,64159,39378,40906,50023,8739,12107,45752,15270,10222,11281,12812,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
存货(万元),202075,139298,154889,152987,209736,203191,215504,244992,144537,88783,81161,53073,45217,41314,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
其他流动资产(万元),103867,41478,44107,15693,9460,10025,17007,876,80107,21107,0,0,0,--,
流动资产合计(万元),2558701,1122330,1067384,876062,1040816,981971,1001627,924731,781126,642166,453062,279591,185745,160265,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
可供出售金融资产(万元),--,57469,59548,78740,191,--,--,--,--,0,0,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,0,1,2,6,8,7,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
长期股权投资(万元),134184,149826,155416,181027,234367,219876,225496,203873,205554,116110,83785,11513,10555,9294,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
投资性房地产(万元),--,--,--,4021,--,--,--,--,--,0,0,0,0,--,
固定资产原值(万元),4933940,3862320,3674893,3667387,3550317,3413916,3011185,2293700,1606174,1106474,664349,690504,568696,--,
累计折旧(万元),2107044,1505400,1334014,1198922,995137,790913,596482,443428,256198,193044,228703,209115,174341,--,
固定资产净值(万元),2826896,2356920,2340880,2468465,2555180,2623003,2414703,1850272,1349976,913431,435646,481389,394355,--,
固定资产减值准备(万元),25342,9655,8380,8099,7194,6588,5243,3761,1036,602,0,0,0,--,
固定资产(万元),2801554,2347265,2332500,2460366,2547986,2616416,2409460,1846511,1348940,912829,435646,481389,394355,471036,
在建工程(万元),41212,37798,122698,129148,155926,128069,213408,579040,537238,374964,242401,66819,51525,--,
工程物资(万元),4548,9370,30503,21421,23769,12946,12750,27263,19319,31892,13050,21276,2101,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
无形资产(万元),402040,281766,288391,287871,284477,253845,209981,183259,113247,73821,38448,31042,26645,17312,
开发支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
商誉(万元),29277,7607,7607,12165,28762,28762,23379,19338,2369,2070,1826,2758,1672,--,
长期待摊费用(万元),93923,51965,41583,39118,29503,26030,23075,11884,7621,2746,611,1055,1278,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
递延所得税资产(万元),66609,38034,42375,38183,59632,41508,31227,9022,7144,5132,4849,3363,4479,4193,
其他非流动资产(万元),30918,--,--,--,--,--,--,2600,2672,0,0,0,0,--,
非流动资产合计(万元),3640629,2981101,3080621,3252061,3364611,3327451,3148776,2882790,2244105,1519566,820622,619222,492616,501836,
资产总计(万元),6199331,4103431,4148005,4128123,4405427,4309422,4150403,3807521,3025231,2161732,1273684,898813,678361,662101,
短期借款(万元),1265319,1268243,1176370,929550,678290,437300,524600,502945,382100,251800,185450,212180,116557,73400,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付票据(万元),46653,31066,70947,29446,64548,24056,23888,17387,33186,78838,10207,8459,18776,18615,
应付账款(万元),882682,346868,202271,207465,261454,273634,351822,381976,279528,205421,82896,50680,39809,53175,
预收账款(万元),--,45678,30693,22817,27779,36359,34914,37657,32433,42642,16680,27372,17358,8832,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付职工薪酬(万元),10898,9256,10776,9189,9157,7576,8486,16841,7093,5731,1017,864,1611,721,
应交税费(万元),68085,25012,30259,-26071,-28294,-31095,-64073,-47022,-32436,-23109,855,5473,3291,3001,
应付利息(万元),9026,10666,12858,24579,30834,21886,12203,5860,1777,1373,1644,1439,0,--,
应付股利(万元),2027,481,275,427,277,2286,2696,313,293,981,289,285,283,284,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
其他应付款(万元),379196,88776,90618,94801,92131,82435,61506,51918,39312,25556,13701,21411,13313,11465,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
一年内到期的非流动负债(万元),393530,288492,443145,364503,540393,373183,404833,464496,131711,72396,36100,66989,62860,98580,
其他流动负债(万元),42641,101736,1307,400410,300471,200239,554,381,30921,0,0,0,0,--,
流动负债合计(万元),3191846,2216274,2069518,2057115,1977041,1427858,1361428,1432752,905918,661629,348838,395152,273857,268073,
长期借款(万元),111000,172750,158628,112860,291901,696333,793450,778889,1074357,565305,231380,147480,141860,149650,
应付债券(万元),171290,215910,321423,612261,711295,710458,609830,216892,58155,118774,57733,57540,0,--,
长期应付款(万元),250853,335453,432361,154843,46304,51152,22334,36904,51683,39226,0,0,0,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,
预计非流动负债(万元),24180,8050,6062,5151,4199,14355,12869,13418,2277,1449,1494,1482,1825,2158,
长期递延收益(万元),36942,12891,14878,13265,11693,--,--,--,--,0,0,0,--,--,
递延所得税负债(万元),28662,12314,24726,34988,13855,9831,8480,8524,--,0,0,0,0,--,
其他非流动负债(万元),--,--,--,--,--,9454,5400,4310,3825,4023,3223,1481,250,766,
非流动负债合计(万元),624427,759794,961700,937704,1084675,1491584,1452363,1058937,1190297,728777,293830,207983,143935,152574,
负债合计(万元),3816273,2976068,3031217,2994819,3061716,2919442,2813791,2491689,2096215,1390406,642668,603135,417792,420647,
实收资本(或股本)(万元),134752,134752,134752,134752,134752,134752,134752,134752,121277,121277,121277,96277,96277,--,
