报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),853275,867880,250286,161453,108087,102171,93108,93355,58065,28799,23310,25646,22302,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收票据(万元),38211,41220,1800,2745,3498,1160,1124,214,32,110,2330,--,20,
应收账款(万元),1755658,1611734,508103,403830,315054,302998,242581,170032,52412,44155,65444,49531,32670,
预付款项(万元),65446,38617,4490,33856,29287,5360,9346,39701,12224,10807,11971,13470,10531,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收利息(万元),24,--,--,--,--,--,--,--,--,0,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
其他应收款(万元),251332,264209,72784,73034,84714,56930,46572,27199,26362,16437,12543,12026,24656,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
存货(万元),2564545,2073854,526966,373012,313290,237975,239522,132898,126305,65378,71032,56420,47844,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
一年内到期的非流动资产(万元),89337,77654,14470,58552,109494,4799,--,--,--,0,--,--,0,
其他流动资产(万元),177402,83418,11857,26789,1400,--,--,--,--,0,--,10,7,
流动资产合计(万元),5795230,5058586,1390757,1133270,964824,711392,632254,463399,275401,165687,186629,157103,138031,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
可供出售金融资产(万元),5306,3629,1543,1960,1960,--,--,--,--,0,0,--,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
长期应收款(万元),1252659,819784,39248,8885,45450,98210,41868,23870,18123,0,--,--,0,
长期股权投资(万元),40717,34991,--,271,4204,6731,5850,6188,6123,8046,8477,7113,7241,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
投资性房地产(万元),40497,36802,10842,11463,9782,10083,6673,5658,2646,2728,2771,312,0,
固定资产原值(万元),453070,409067,199848,195255,118174,112840,91687,89673,91013,53041,60190,60080,47816,
累计折旧(万元),130094,115281,46278,39186,33877,27628,22920,19720,17550,13905,13616,10995,10058,
固定资产净值(万元),322976,293786,153570,156069,84297,85211,68767,69953,73463,39136,46574,49086,37758,
固定资产减值准备(万元),325,329,329,329,329,329,329,329,325,325,325,325,325,
固定资产(万元),322651,293457,153241,155740,83968,84883,68438,69625,73138,38811,46249,48761,37433,
在建工程(万元),723,10006,108752,22361,102530,105,22112,10657,9502,19960,16866,13350,24401,
工程物资(万元),--,--,--,--,--,--,--,--,--,0,--,--,2,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
