报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,
货币资金(万元),57914,59524,30594,13785,
结算备付金(万元),--,--,--,--,
拆出资金(万元),--,--,--,--,
交易性金融资产(万元),--,--,--,--,
衍生金融资产(万元),--,--,--,--,
应收票据(万元),149,152,403,735,
应收账款(万元),30169,24211,14855,9557,
预付款项(万元),11058,12858,5267,3782,
应收保费(万元),--,--,--,--,
应收分保账款(万元),--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,
应收利息(万元),--,--,--,--,
应收股利(万元),--,--,--,--,
其他应收款(万元),1906,1329,--,1185,
应收出口退税(万元), --,--,--,--,
应收补贴款(万元),--,--,--,--,
应收保证金(万元),--,--,--,--,
内部应收款(万元),--,--,--,--,
买入返售金融资产(万元),--,--,--,--,
存货(万元),71207,63604,43059,38480,
待摊费用(万元),--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,
其他流动资产(万元),22814,9138,4407,4219,
流动资产合计(万元),195217,170816,99703,71744,
发放贷款及垫款(万元),--,--,--,--,
可供出售金融资产(万元),--,--,--,--,
持有至到期投资(万元),--,--,--,--,
长期应收款(万元),--,--,--,--,
长期股权投资(万元),--,--,439,143,
其他长期投资(万元),--,--,--,--,
投资性房地产(万元),--,--,--,--,
固定资产原值(万元),13187,11820,--,--,
累计折旧(万元),3484,2508,--,--,
固定资产净值(万元),9703,9311,--,--,
固定资产减值准备(万元),--,--,--,--,
固定资产(万元),9703,9311,--,9412,
在建工程(万元),322,--,--,--,
工程物资(万元),--,--,--,--,
固定资产清理(万元),--,--,--,--,
生产性生物资产(万元),--,--,--,--,
公益性生物资产(万元),--,--,--,--,
油气资产(万元),--,--,--,--,
无形资产(万元),4811,107,70,36,
开发支出(万元),--,--,--,--,
商誉(万元),--,--,--,--,
长期待摊费用(万元),1657,1013,1206,1311,
股权分置流通权(万元),--,--,--,--,
递延所得税资产(万元),3034,1748,1092,472,
其他非流动资产(万元),791,824,--,369,
非流动资产合计(万元),20319,13004,12145,11742,
资产总计(万元),215536,183820,111848,83485,
短期借款(万元),8731,16774,10208,15217,
向中央银行借款(万元),--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,
拆入资金(万元),--,--,--,--,
交易性金融负债(万元),--,--,--,--,
衍生金融负债(万元),--,--,--,--,
应付票据(万元),38882,29829,--,14223,
应付账款(万元),52834,43015,--,18837,
预收账款(万元),6761,7129,4963,2985,
卖出回购金融资产款(万元),--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,
应付职工薪酬(万元),6907,4802,3789,2521,
应交税费(万元),1715,2089,1921,1259,
应付利息(万元),13,24,264,171,
应付股利(万元),--,--,--,--,
其他应交款(万元),--,--,--,--,
应付保证金(万元),--,--,--,--,
内部应付款(万元),--,--,--,--,
其他应付款(万元),1054,1505,--,6176,
预提费用(万元),--,--,--,--,
预计流动负债(万元),--,--,--,--,
应付分保账款(万元),--,--,--,--,
保险合同准备金(万元),--,--,--,--,
代理买卖证券款(万元),--,--,--,--,
代理承销证券款(万元),--,--,--,--,
国际票证结算(万元),--,--,--,--,
国内票证结算(万元),--,--,--,--,
递延收益(万元),--,--,--,--,
应付短期债券(万元),--,--,--,--,
一年内到期的非流动负债(万元),--,--,204,--,
其他流动负债(万元),69,28,--,--,
流动负债合计(万元),116965,105195,72409,61388,
长期借款(万元),--,--,263,--,
应付债券(万元),--,--,--,--,
长期应付款(万元),--,--,--,--,
专项应付款(万元),--,--,--,--,
预计非流动负债(万元),5169,3967,2889,1753,
长期递延收益(万元),565,50,106,--,
递延所得税负债(万元),162,169,175,182,
其他非流动负债(万元),--,--,--,--,
非流动负债合计(万元),5895,4186,3433,1934,
负债合计(万元),122861,109381,75842,63323,
实收资本(或股本)(万元),10292,10292,5000,5000,
资本公积(万元),35490,32606,11821,2885,
减:库存股(万元),--,--,--,--,
专项储备(万元),--,--,--,--,
盈余公积(万元),3054,2979,523,523,
一般风险准备(万元),--,--,--,--,
未确定的投资损失(万元),--,--,--,--,
未分配利润(万元),41950,28402,16930,10754,
拟分配现金股利(万元),--,--,--,--,
外币报表折算差额(万元),--,--,--,--,
归属于母公司股东权益合计(万元),90905,74293,34291,19148,
少数股东权益(万元),1770,146,1714,1015,
所有者权益(或股东权益)合计(万元),92675,74439,36006,20163,
负债和所有者权益(或股东权益)总计(万元),215536,183820,111848,83485,		
  
