报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),156424,126846,88054,18690,70006,44749,61710,79313,8357,8104,4459,177,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),575,4609,5898,4326,5072,2601,706,184,108,365,161,0,
应收账款(万元),123176,108362,73225,61754,18578,14792,10163,5929,2225,901,901,734,
预付款项(万元),999,496,896,493,247,1508,3844,5085,884,38,16,166,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应收利息(万元),270,22,7,23,36,36,148,512,23,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,0,
其他应收款(万元),1036,3724,2248,504,265,206,222,108,44,42,55,1138,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,
存货(万元),16162,14281,13658,12102,4856,2828,2202,1644,1669,1811,1349,1518,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,0,
一年内到期的非流动资产(万元),27,--,--,45,7,--,--,--,--,--,--,0,
其他流动资产(万元),3471,1530,189,0,--,--,--,--,--,--,--,0,
流动资产合计(万元),302140,259870,184175,97938,99066,66720,78994,92775,13310,11262,6941,3734,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
可供出售金融资产(万元),4162,3994,4070,2544,--,--,--,--,--,--,--,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
长期股权投资(万元),11795,11001,11484,10884,--,--,--,--,--,--,--,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,0,
固定资产原值(万元),112830,109534,108458,101214,42148,38230,11629,7054,6256,5512,--,0,
累计折旧(万元),35642,29185,22949,16621,7170,4208,2975,2075,1397,789,--,0,
固定资产净值(万元),77188,80349,85509,84593,34978,34022,8654,4980,4859,4723,--,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,0,
固定资产(万元),77188,80349,85509,84593,34978,34022,8654,4980,4859,4723,3894,1712,
在建工程(万元),55610,25637,10999,7169,18791,16202,19726,2859,574,302,1201,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,
无形资产(万元),30737,33099,34930,37340,1156,1179,1205,1231,1258,1284,1272,0,
开发支出(万元),21365,12291,12251,9365,5114,4450,218,316,--,--,--,0,
商誉(万元),34356,87240,89864,92980,--,--,--,--,--,--,--,0,
长期待摊费用(万元),14952,9277,9715,9448,6137,4821,2536,858,958,637,329,369,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,0,
递延所得税资产(万元),4892,3462,2356,1917,1467,1475,1014,544,329,40,18,9,
其他非流动资产(万元),8831,3578,347,422,3037,--,--,--,--,--,--,0,
非流动资产合计(万元),263890,269930,261526,256662,70680,62148,33353,10790,7978,6986,6714,2090,
资产总计(万元),566030,529801,445701,354600,169746,128868,112347,103565,21289,18247,13655,5824,
短期借款(万元),40900,31980,--,10000,--,--,--,--,--,2900,--,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应付账款(万元),7443,4911,5306,2645,373,478,571,276,81,331,279,568,
预收账款(万元),6636,22192,16561,14571,5686,2324,696,386,270,516,1516,69,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应付职工薪酬(万元),2227,2695,1962,1763,1107,862,731,504,286,255,247,44,
应交税费(万元),3210,4066,4299,5413,1111,1386,1372,911,401,690,226,-38,
应付利息(万元),708,255,482,496,307,--,--,--,--,3,--,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,152,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
其他应付款(万元),20987,20401,4483,6533,2844,2310,1483,855,490,632,1231,312,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,0,
一年内到期的非流动负债(万元),1082,--,--,--,--,--,--,--,--,--,--,0,
其他流动负债(万元),--,--,--,487,385,279,96,28,42,104,60,0,
流动负债合计(万元),83193,86501,33092,41909,11814,7639,4950,2959,1571,5431,3711,954,
长期借款(万元),85043,25578,1947,--,--,--,--,--,--,--,--,0,
应付债券(万元),49757,19927,39827,39775,19876,--,--,--,--,--,--,0,
长期应付款(万元),--,350,350,350,--,--,--,--,--,--,--,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,
