报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,
货币资金(万元),8856,26896,37230,38434,92233,42492,35620,17569,18725,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,500,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),366,1490,4689,1587,51,--,--,--,--,
应收账款(万元),4614,42184,17957,14350,8135,673,683,468,830,
预付款项(万元),1632,70196,53360,27267,10628,3252,879,1009,623,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),24,140,125,1434,123,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),175,107,1575,137,1648,333,275,210,2699,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),2098,27465,15147,11606,1139,2251,1988,1842,3808,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,
其他流动资产(万元),2977,8412,4710,22156,236,19,--,--,--,
流动资产合计(万元),28748,238757,189386,154903,116773,49020,39445,21097,26684,
发放贷款及垫款(万元),--,61367,54594,37931,--,--,--,--,--,
可供出售金融资产(万元),3841,3871,3886,3874,1522,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),72,443,329,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,1522,1522,1460,1460,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),3505,3636,3768,3900,4032,4165,4298,4447,4604,
固定资产原值(万元),46743,49685,48135,47987,32267,28588,28495,--,--,
累计折旧(万元),25068,24601,22427,20049,13209,11540,9981,--,--,
固定资产净值(万元),21675,25084,25709,27938,19059,17048,18513,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),21675,25084,25709,27938,19059,17048,18513,19499,20265,
在建工程(万元),--,11234,10689,10279,7219,229,245,180,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),20874,34451,35242,36128,24511,27694,28566,29370,13679,
开发支出(万元),--,--,--,--,--,33,--,--,--,
商誉(万元),3238,39834,39804,39804,--,--,--,--,--,
长期待摊费用(万元),1044,1752,2322,2906,2381,203,302,412,461,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),24,1801,550,620,583,458,490,256,66,
其他非流动资产(万元),1210,47,392,17,1370,1488,653,150,--,
非流动资产合计(万元),55482,122154,122693,125465,60678,52839,54589,55774,40535,
资产总计(万元),84230,360910,312079,280368,177450,101859,94034,76871,67218,
短期借款(万元),64860,85259,67726,57423,27000,20000,17000,17000,30000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,1,--,10,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),5076,35704,30724,37935,10857,--,--,--,--,
应付账款(万元),191,326,420,2852,1054,54,407,--,--,
预收账款(万元),1247,26017,7226,3282,68,1520,2192,741,970,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),791,1052,768,845,605,632,636,155,161,
应交税费(万元),1115,2658,5723,3933,1728,608,1661,1410,432,
应付利息(万元),1439,340,251,134,67,--,--,--,--,
应付股利(万元),--,474,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),6094,20122,22051,20279,1815,972,1067,1018,1632,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),5515,5879,2219,7800,--,15450,2500,5260,--,
其他流动负债(万元),15000,52,39,51,51,86,544,606,141,
流动负债合计(万元),101329,177884,137147,134533,43255,39323,26007,26190,33338,
长期借款(万元),0,1990,6330,3850,9500,0,16650,11610,5000,
应付债券(万元),--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,632,1065,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),226555,--,--,--,--,--,--,--,--,
