报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),15142,12550,19607,21756,21911,4380,5886,4154,5368,6840,1500,689,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),30039,27328,24473,20269,19334,16618,14812,13206,3478,3439,1548,475,
应收账款(万元),9944,10462,7845,8032,9410,7731,6871,5572,5823,3523,3305,2787,
预付款项(万元),391,83,101,127,127,2374,1455,1128,1649,596,304,134,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),273,677,427,66,43,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),871,560,393,330,382,236,363,456,363,409,305,257,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),22789,18870,15364,15861,10803,9861,7181,6766,4824,3745,3231,2758,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),51554,67263,63089,9000,14000,--,--,--,--,--,--,--,
流动资产合计(万元),131003,137794,131298,75442,76010,41200,36568,31283,21505,18552,10194,7099,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,1000,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,369,220,184,--,--,--,--,61,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),3664,3941,4219,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),75600,32955,30338,31528,14268,12873,12681,--,--,--,--,--,
累计折旧(万元),10664,8409,5983,6436,5144,4205,3479,--,--,--,--,--,
固定资产净值(万元),64937,24547,24355,25092,9124,8668,9203,--,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),64937,24547,24355,25092,9124,8668,9203,9252,6246,1209,1158,1212,
在建工程(万元),724,22516,18140,10506,8086,3189,163,--,--,73,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),6117,6017,5933,5975,6139,5945,1450,1389,200,141,104,24,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),1873,2363,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),3184,2945,2407,2427,2433,2109,1755,1021,205,200,103,150,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),418,407,285,250,173,143,116,110,91,62,62,80,
其他非流动资产(万元),4721,2829,2147,3319,1726,--,--,--,--,--,--,--,
非流动资产合计(万元),85637,65564,57856,47788,27866,20054,12687,11772,6741,2745,1427,1466,
资产总计(万元),216640,203358,189154,123230,103876,61255,49256,43055,28246,21297,11621,8565,
短期借款(万元),--,--,--,--,--,5051,3083,6998,--,1822,300,1200,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,
