报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),127178,135181,59208,88863,60156,66420,67953,43460,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),83436,71214,31895,21721,29213,45153,36705,37632,
应收账款(万元),1313,1203,1734,1555,622,2551,2885,2702,
预付款项(万元),620,676,617,407,1964,3193,2665,2676,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),427,210,259,284,998,1122,1135,470,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),201590,180012,167581,149461,127934,112721,90806,68789,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),226569,170239,119000,69800,87,4,185,594,
流动资产合计(万元),641134,558734,380294,332091,220974,231165,202334,156323,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),6122,5816,--,--,--,--,--,--,
固定资产原值(万元),192529,164074,159362,129209,108812,99754,--,--,
累计折旧(万元),59968,50265,42906,34787,27845,23506,--,--,
固定资产净值(万元),132560,113809,116456,94422,80967,76248,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),132560,113809,116456,94422,80967,76248,71700,63188,
在建工程(万元),44824,33162,19505,26590,26333,16329,4160,1983,
工程物资(万元),4948,4643,4643,4643,2996,3028,242,243,
固定资产清理(万元),3622,3721,2767,2941,2767,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),46396,42417,34995,29455,25341,27562,21400,14819,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),58,107,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),2276,2336,3827,2396,2074,1715,1159,951,
其他非流动资产(万元),2285,2890,6518,5123,4710,3710,7412,6743,
非流动资产合计(万元),243092,208901,188711,165571,145189,128592,106074,87928,
资产总计(万元),884226,767636,569005,497662,366162,359757,308408,244251,
短期借款(万元),--,--,--,8000,18000,29600,33600,28600,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),42304,39846,24045,34966,25208,39304,28667,39970,
应付账款(万元),19254,24256,19702,18943,18840,20092,19936,16066,
预收账款(万元),91764,85601,44381,21327,17010,27670,26588,8136,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),3864,4095,3080,2378,757,758,920,721,
应交税费(万元),71262,70808,23574,18471,17630,20875,18031,19949,
应付利息(万元),--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),31726,28056,25616,24816,22834,18986,9913,6253,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
