报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),33534,23229,30803,34255,27128,44543,37581,41623,49135,17475,9673,9291,8209,8143,6918,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,
交易性金融资产(万元),--,--,--,--,--,--,0,--,--,0,--,0,--,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,
应收票据(万元),168,20,20,866,10,2103,--,323,1320,80,--,75,10,0,--,
应收账款(万元),51955,53704,56028,55895,56677,50132,41317,45772,33035,20875,22238,12008,5462,5526,2590,
预付款项(万元),12746,3247,1255,2778,3104,5219,10267,3183,2593,1556,1709,820,526,477,264,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,
其他应收款(万元),6883,5869,9665,3808,4053,6003,4144,2865,4197,4466,1698,1054,478,242,2383,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,0,--,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,0,--,--,0,--,0,--,0,--,
存货(万元),16687,15757,15181,15726,26951,28541,18689,16308,17769,15783,4882,5901,2082,1399,3271,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,
其他流动资产(万元),3100,2260,789,824,739,--,--,--,--,0,--,0,--,0,--,
流动资产合计(万元),125073,104087,113741,114153,118662,136541,111999,110074,108049,60235,40200,29149,16767,15788,15425,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,
可供出售金融资产(万元),--,--,--,--,--,--,0,--,--,0,0,0,--,0,--,
持有至到期投资(万元),--,--,--,--,--,--,0,--,--,0,--,0,--,0,--,
长期应收款(万元),119597,75328,40692,--,--,--,0,--,--,0,--,0,--,0,--,
长期股权投资(万元),--,--,--,--,--,--,500,--,--,0,--,0,--,0,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,
投资性房地产(万元),--,--,--,--,--,--,0,--,--,0,--,0,--,0,--,
固定资产原值(万元),94812,89321,71855,69619,69214,65101,52831,51511,40952,33494,28183,21416,19521,0,--,
累计折旧(万元),36541,34109,29773,25591,21414,17523,14377,11290,8633,6629,5528,4081,2883,0,--,
固定资产净值(万元),58272,55212,42081,44028,47800,47578,38454,40221,32319,26865,22656,17335,16638,0,--,
固定资产减值准备(万元),2260,2293,1862,1764,1764,1764,756,756,756,236,236,236,236,0,--,
