报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),99453,130196,122541,108229,97235,97301,56826,97118,146766,99360,57366,49212,35114,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
交易性金融资产(万元),--,--,--,180,180,383,3713,3626,2452,4013,490,--,144,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收票据(万元),455,2023,535,9300,4519,5036,10004,5088,19948,281,12620,22947,457,
应收账款(万元),62923,51536,109524,58284,26197,82823,23399,16498,14205,9442,7126,13167,11795,
预付款项(万元),42308,79716,55899,48801,45340,37427,12605,84632,106169,36034,29486,12756,11044,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收利息(万元),45,18,758,707,--,--,--,--,--,0,--,--,0,
应收股利(万元),--,--,1100,12427,11427,11474,11427,2000,2000,0,--,--,0,
其他应收款(万元),127897,35848,65169,55040,53973,61755,32244,12627,6346,8747,21957,16131,18980,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
存货(万元),171959,152255,126307,99866,120688,86103,100724,126609,57468,28629,34327,46125,37224,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
其他流动资产(万元),9500,40003,44075,35967,29541,8058,1338,--,--,0,--,--,0,
流动资产合计(万元),514541,491596,525907,428801,390437,390361,252280,348198,355353,186505,163371,160337,114758,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
可供出售金融资产(万元),6385,69635,70049,69735,79291,10654,14011,9404,19280,31537,18816,57069,24252,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
长期股权投资(万元),80430,87907,122733,153019,150700,223486,147893,100202,91636,97362,89611,98380,91904,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
投资性房地产(万元),21360,20200,20841,21571,22331,24784,25616,26457,27262,28248,29243,50663,43638,
固定资产原值(万元),256621,354991,276323,218292,199430,185407,184405,200882,210631,81859,76602,39094,38498,
累计折旧(万元),99990,116177,80786,65015,54844,46599,39042,35687,28936,13967,10493,9886,8679,
固定资产净值(万元),156632,238813,195536,153277,144586,138809,145362,165195,181695,67892,66109,29207,29819,
固定资产减值准备(万元),4172,4172,4176,4202,4205,4205,4172,4172,4172,4181,4181,4181,4181,
固定资产(万元),152460,234642,191360,149075,140381,134604,141191,161023,177524,63711,61928,25026,25638,
在建工程(万元),3114,10140,16224,25497,2923,4721,485,503,9228,109517,18945,76,11510,
工程物资(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
固定资产清理(万元),26,3,--,--,--,--,--,--,9,0,--,--,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
无形资产(万元),41576,42705,14565,14909,15284,14390,12666,11414,10637,3594,3644,3798,5442,
开发支出(万元),--,--,--,--,--,--,--,--,2941,548,--,--,0,
商誉(万元),8413,30057,810,810,810,810,810,1397,475,437,437,629,412,
长期待摊费用(万元),5265,5522,2243,1437,698,159,391,773,477,141,117,70,266,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
递延所得税资产(万元),1301,1572,385,603,711,905,--,--,--,0,--,71,31,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
非流动资产合计(万元),320330,502382,439209,436656,413128,414513,343063,311172,339471,335095,222741,235782,203094,
资产总计(万元),834871,993978,965116,865457,803565,804873,595344,659370,694824,521601,386112,396119,317852,
短期借款(万元),234944,356085,335427,308903,266109,209657,171091,159689,125268,82800,54000,69800,77550,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应付票据(万元),24932,15946,42563,28831,40980,60699,31051,85582,82664,37270,44968,29866,22016,
应付账款(万元),65105,78229,146038,138258,75322,60620,16142,17496,50907,46106,27545,27654,15896,
预收账款(万元),35419,31204,18744,15255,42886,60536,21696,66147,63888,5309,8929,12743,9015,
