报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),38166,54042,90771,119407,140746,107460,62862,108763,110700,131470,185225,24159,18337,7481,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收票据(万元),--,0,3549,32073,32861,1195,--,--,--,0,--,6000,5000,10000,
应收账款(万元),121724,43891,34949,24806,23454,31980,46484,116186,93276,47870,41421,17459,3901,14908,
预付款项(万元),24443,28365,21205,22137,18315,34991,29651,48770,70965,42780,15337,12697,12199,5602,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收股利(万元),--,0,18273,--,--,--,--,--,--,0,--,0,0,0,
其他应收款(万元),18371,19338,12170,11803,8081,13184,31003,33476,32740,8824,23002,7617,4219,8420,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
存货(万元),234882,256468,183735,187477,143564,157975,200595,255984,254838,90199,66407,42038,32786,14078,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他流动资产(万元),5997,5668,0,5230,1529,15122,--,--,--,0,--,0,0,0,
流动资产合计(万元),443585,407772,364652,402931,368549,361907,370595,563179,562520,321144,331392,109969,76443,60490,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期应收款(万元),33982,12687,12796,10967,11746,14310,16276,16448,13591,13621,8443,7058,4147,262,
长期股权投资(万元),55781,50949,47064,44936,0,0,4617,2410,--,0,--,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
投资性房地产(万元),27602,11164,12440,12801,13163,12938,8058,6826,7012,2278,2682,3053,719,0,
固定资产原值(万元),191929,209683,207481,244550,242152,243769,250159,224327,195768,103917,68423,35126,30449,8468,
累计折旧(万元),70770,67216,62083,63748,55698,48853,42051,32029,23103,15428,9382,6264,3850,1207,
固定资产净值(万元),121159,142467,145398,180802,186453,194916,208108,192298,172666,88489,59041,28862,26598,7261,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产(万元),121159,142467,145398,180802,186453,194916,208108,192298,172666,88489,59041,28862,26598,7261,
在建工程(万元),211,157,611,250,1440,1973,2671,15392,32549,59550,18088,11633,893,11189,
工程物资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
无形资产(万元),6057,6791,8528,15436,16093,16988,18892,18818,12817,13007,12243,10320,9298,2781,
开发支出(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
商誉(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期待摊费用(万元),28230,24801,22997,11886,12471,18326,24838,28405,33167,37718,19714,13018,4121,40,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延所得税资产(万元),3506,3991,3451,14704,42976,48588,45795,38587,23565,8526,5310,1920,51,15,
其他非流动资产(万元),784,784,784,784,45784,784,784,5885,784,784,784,0,0,0,
非流动资产合计(万元),277311,253790,254068,292566,330126,308824,330039,325070,296152,223972,126304,75864,45827,21548,
资产总计(万元),720895,661562,618720,695497,698674,670730,700634,888249,858671,545116,457696,185834,122270,82037,
短期借款(万元),108000,117200,111549,127573,77863,49968,79422,236931,257638,45872,105058,64736,23800,17000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付票据(万元),94788,17935,0,3566,1834,1617,4391,1555,4102,40576,5000,1950,3078,2500,
应付账款(万元),139343,133091,82406,48246,34884,20876,53926,60639,124434,50738,41706,31099,20576,8426,
预收账款(万元),6098,5823,5849,5367,6312,6661,7064,2720,2795,2689,2418,2802,6099,7794,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付职工薪酬(万元),10845,14562,17851,15179,12948,12549,10850,12428,11511,8281,6003,4137,3206,1080,
应交税费(万元),18574,12507,13567,11253,13049,17817,30061,23049,12188,6564,10186,5033,3614,908,
应付利息(万元),100,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付股利(万元),--,--,0,160,160,--,--,--,--,1620,--,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应付款(万元),55378,51072,47710,27620,27266,20509,20790,24517,31660,19787,8550,9323,31510,29483,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
