报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,
货币资金(万元),130230,111774,114823,81222,89504,76642,--,43005,--,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,4500,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),30184,40932,30460,15518,12006,20260,--,5916,--,
应收账款(万元),70929,60471,62365,52663,51173,35384,--,28321,--,
预付款项(万元),16216,16233,19869,5733,2289,2340,--,2057,--,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,22,35,42,--,--,--,
应收股利(万元),211,2261,1860,--,150,72,--,65,--,
其他应收款(万元),12921,10431,9891,11439,5899,5235,--,2637,--,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),40435,28394,10497,6464,5863,9396,--,5785,--,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,
其他流动资产(万元),24444,63615,34740,14256,20683,20787,--,--,--,
流动资产合计(万元),330102,336838,284503,187316,187602,170158,--,92285,--,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),8215,11347,15374,16368,17554,9234,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),146525,114079,113469,89285,85071,80402,--,92621,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,
固定资产原值(万元),2243264,2125844,1919083,1783365,1638969,--,--,--,--,
累计折旧(万元),970455,857493,775123,709181,641447,--,--,--,--,
固定资产净值(万元),1272809,1268351,1143960,1074183,997522,--,--,--,--,
固定资产减值准备(万元),8899,8372,8732,8802,9766,--,--,--,--,
固定资产(万元),1263910,1259979,1135228,1065381,987756,862051,--,687573,--,
在建工程(万元),202027,112290,195809,266000,244109,26767,--,95045,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),3710,30,25,68,20,--,--,12,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),365391,306927,289266,292337,231038,232540,--,233137,--,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),18601,6757,3714,14548,3714,3714,--,3714,--,
长期待摊费用(万元),4068,1198,1180,1518,1420,1410,--,1858,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),32704,31022,31376,32013,33169,32155,--,10170,--,
其他非流动资产(万元),143484,32060,26746,23058,20358,--,--,--,--,
非流动资产合计(万元),2188634,1875688,1812186,1800575,1624210,1248274,--,1124129,--,
资产总计(万元),2518736,2212527,2096689,1987891,1811812,1418432,1315200,1216415,1212900,
短期借款(万元),220353,282353,92525,76876,142221,200272,--,189100,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),10047,5972,4959,10442,38665,--,--,2416,--,
应付账款(万元),50996,29734,20882,17282,21146,13447,--,12534,--,
预收账款(万元),44747,38599,20089,10371,11793,17438,--,19550,--,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),7760,3749,3543,3611,2974,2849,--,2245,--,
应交税费(万元),10036,10897,13835,8009,10669,13010,--,20346,--,
应付利息(万元),4274,9478,9002,6522,1872,1744,--,1760,--,
应付股利(万元),6978,13416,10399,7079,3378,2909,--,1509,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),66502,96599,76456,41351,62723,48236,--,66103,--,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
