报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),35861,80474,46381,17637,22619,17377,8013,12878,52706,59017,48385,9087,8117,4797,
结算备付金(万元),--,--,--,0,--,--,--,--,--,0,--,0,0,--,
拆出资金(万元),--,--,--,0,--,--,--,--,--,0,--,0,0,--,
交易性金融资产(万元),--,--,--,0,--,--,--,--,--,0,--,0,0,0,
衍生金融资产(万元),--,--,--,0,--,--,--,--,--,0,--,0,0,--,
应收票据(万元),36389,29079,37842,35317,39189,47219,29209,29208,28472,23819,19870,18500,4885,6900,
应收账款(万元),8698,11043,13394,19331,10407,5434,6991,3723,4625,3710,4412,8258,4846,4637,
预付款项(万元),532,401,289,703,425,644,1027,1441,786,984,559,1089,763,332,
应收保费(万元),--,--,--,0,--,--,--,--,--,0,--,0,0,--,
应收分保账款(万元),--,--,--,0,--,--,--,--,--,0,--,0,0,--,
应收分保合同准备金(万元),--,--,--,0,--,--,--,--,--,0,--,0,0,--,
应收利息(万元),--,--,--,0,--,--,--,--,--,0,--,0,0,0,
应收股利(万元),--,--,--,0,--,--,--,--,--,0,--,0,0,0,
其他应收款(万元),200,179,240,126,1118,1124,1652,739,158,1080,2359,983,992,1182,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
买入返售金融资产(万元),--,--,--,0,--,--,--,--,--,0,--,0,0,--,
存货(万元),54640,24324,24547,34611,29082,26184,29207,29573,20018,13092,16658,16396,11311,19083,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
一年内到期的非流动资产(万元),--,--,--,0,--,--,--,--,--,0,--,0,0,0,
其他流动资产(万元),66078,15312,26013,23295,19928,455,--,--,--,0,--,0,0,0,
流动资产合计(万元),202398,160813,148706,131020,122769,98438,76099,77563,106765,101703,92244,54313,30913,36931,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,1000,--,0,--,0,0,0,
长期股权投资(万元),3993,3288,3421,3262,3077,3031,2696,2737,--,0,--,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
投资性房地产(万元),3045,1049,1111,1258,1646,55,62,1209,1206,1307,1017,1067,0,0,
固定资产原值(万元),385449,303068,298242,296802,270369,265235,239613,217588,192460,166831,164973,150973,140592,--,
累计折旧(万元),232946,213183,196876,180588,161532,142382,124210,107646,94927,82257,68902,62937,50826,--,
固定资产净值(万元),152503,89885,101365,116214,108837,122853,115403,109942,97533,84574,96071,88036,89766,--,
固定资产减值准备(万元),2352,2366,1604,1965,1965,1969,1942,1950,2057,2013,2013,2405,2473,--,
固定资产(万元),150151,87519,99762,114249,106872,120884,113461,107992,95476,82561,94058,85631,87293,66425,
在建工程(万元),2918,3655,1442,486,20146,1397,21370,34244,17212,3265,637,5926,9809,35539,
工程物资(万元),--,--,--,0,--,223,123,23,46,108,9,16,213,41,
固定资产清理(万元),2,2,2,9,--,--,--,--,--,0,--,0,0,0,
生产性生物资产(万元),--,--,--,0,--,--,--,--,--,0,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
油气资产(万元),--,--,--,0,--,--,--,--,--,0,--,0,0,0,
无形资产(万元),6745,4252,4268,4385,4405,4666,4808,5126,5281,4553,3926,3984,4145,990,
开发支出(万元),--,--,--,0,--,--,--,--,--,0,--,0,0,0,
商誉(万元),--,--,--,0,--,--,--,--,--,0,--,0,0,0,
长期待摊费用(万元),--,--,0,7,14,5,16,--,--,0,--,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
递延所得税资产(万元),2792,976,1083,1097,774,671,813,704,826,707,1047,491,490,713,
其他非流动资产(万元),7433,347,65,0,--,--,--,--,--,0,--,0,0,0,
非流动资产合计(万元),177079,101087,111155,124752,136934,130932,143348,153035,120048,92501,100694,97114,101950,103709,
资产总计(万元),379477,261900,259861,255772,259702,229370,219448,230597,226813,194203,192938,151427,132863,140640,
短期借款(万元),1170,676,0,268,4591,958,169,2490,--,0,0,12800,26200,28000,
向中央银行借款(万元),--,--,--,0,--,--,--,0,--,0,--,0,0,--,
吸收存款及同业存放(万元),--,--,--,0,--,--,--,0,--,0,--,0,0,--,
拆入资金(万元),--,--,--,0,--,--,--,0,--,0,--,0,0,--,
交易性金融负债(万元),--,--,--,0,--,--,--,0,--,0,0,0,0,0,
衍生金融负债(万元),--,--,--,0,--,--,--,--,--,0,--,0,0,--,
应付票据(万元),19901,1326,191,4765,5128,2238,3985,1983,--,0,0,0,0,0,
应付账款(万元),97881,26486,28074,28572,34101,30313,31120,36822,23780,14837,15583,16722,17660,17774,
预收账款(万元),2776,2042,1881,1551,2063,1223,1038,1599,3321,2408,1951,3900,1487,1956,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,0,--,0,--,0,0,--,
