报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,
货币资金(万元),21566,31494,27177,21217,5860,3370,4386,2650,1618,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),15,--,--,--,--,--,--,--,400,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),964,588,304,439,522,498,523,393,240,
应收账款(万元),5038,4537,4060,3088,3603,3072,2930,2266,1476,
预付款项(万元),1065,720,586,323,170,390,3190,3392,866,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),99,123,101,65,337,339,1840,1649,1531,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),4286,3643,2939,3038,2408,1976,1604,1516,1149,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,7,--,7,--,--,--,--,
其他流动资产(万元),3007,2,1,0,--,--,--,--,--,
流动资产合计(万元),36040,41106,35175,28171,12907,9645,14473,11866,7280,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),1093,1129,1165,1201,1237,--,--,--,--,
固定资产原值(万元),13962,13078,12542,11961,11302,11747,--,2751,2579,
累计折旧(万元),3944,3147,2448,1811,1293,1044,--,591,399,
固定资产净值(万元),10018,9931,10094,10150,10009,10703,--,2161,2180,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),10018,9931,10094,10150,10009,10703,2335,2161,2180,
在建工程(万元),--,--,--,--,8,8,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),7812,472,379,281,153,146,124,159,163,
开发支出(万元),2512,1508,228,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,13,--,--,30,45,8,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),284,241,288,164,274,257,148,116,94,
其他非流动资产(万元),1541,163,267,127,--,--,--,--,--,
非流动资产合计(万元),23261,13443,12421,11938,11680,11114,2637,2481,2445,
资产总计(万元),59301,54550,47596,40109,24587,20759,17110,14347,9725,
短期借款(万元),355,5,5,5,3990,3500,3000,2000,600,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,
应付账款(万元),999,994,654,674,856,720,517,400,406,
预收账款(万元),983,644,356,594,592,230,267,267,400,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2007,1621,1327,1192,817,903,674,602,641,
应交税费(万元),373,815,678,342,711,622,475,524,332,
应付利息(万元),1,0,0,0,7,6,6,6,--,
应付股利(万元),0,0,0,0,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),182,2534,3458,196,121,60,35,11,1,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,100,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,
流动负债合计(万元),4900,6614,6478,3003,7094,6141,4975,3810,2380,
长期借款(万元),--,--,--,--,--,--,100,1000,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,
长期递延收益(万元),966,1000,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),966,1000,0,0,0,0,100,1000,0,
负债合计(万元),5866,7614,6478,3003,7094,6141,5075,4810,2380,
实收资本(或股本)(万元),16392,16561,16563,8160,3060,3060,3060,3060,3060,
资本公积(万元),4556,6386,5905,10764,3,3,3,3,3,
减:库存股(万元),--,2326,3346,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,
盈余公积(万元),3708,3041,2542,2115,1712,1378,1063,776,608,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),28656,23225,19252,16005,12743,10203,7917,5705,3673,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,-8,--,
归属于母公司股东权益合计(万元),53434,46935,41118,37105,17493,14618,12035,9537,7345,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),53434,46935,41118,37105,17493,14618,12035,9537,7345,
负债和所有者权益(或股东权益)总计(万元),59301,54550,47596,40109,24587,20759,17110,14347,9725,		
  
