报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),16411,10639,9404,14934,24908,2034,3992,3047,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),14715,12675,3047,6647,14704,8174,8279,9284,
应收账款(万元),54319,49781,50873,46135,33323,37369,34329,26417,
预付款项(万元),2714,2876,1125,568,545,395,362,1887,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),3184,2712,2443,1853,1028,1210,1024,768,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),16771,15401,13662,13505,13827,14134,15385,15380,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),66,1230,1480,4,120,96,--,--,
流动资产合计(万元),108180,95314,82034,83646,88454,63412,63371,56784,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),4851,4658,4006,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),557,593,623,175,--,--,--,--,
固定资产原值(万元),45204,45636,49067,49422,37228,23605,--,--,
累计折旧(万元),21703,20268,18423,15333,10901,8706,--,--,
固定资产净值(万元),23501,25368,30644,34089,26328,14899,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),23501,25368,30644,34089,26328,14899,15520,7836,
在建工程(万元),306,--,--,--,197,8421,7789,10833,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),7519,7802,9895,9084,6693,4700,4811,4918,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),18306,19559,12618,1468,--,--,--,--,
长期待摊费用(万元),4077,1907,1522,1310,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),1286,983,855,753,479,506,438,244,
其他非流动资产(万元),4407,926,1270,244,--,--,--,--,
非流动资产合计(万元),64811,61796,61433,47122,33697,28527,28557,23832,
资产总计(万元),172991,157110,143467,130767,122151,91940,91928,80616,
短期借款(万元),47200,36300,29400,30050,32630,32300,33500,35100,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),681,1405,--,--,--,--,--,--,
应付账款(万元),11186,10573,10536,9467,5734,6276,7989,4849,
预收账款(万元),4433,2693,1805,309,580,990,2520,1596,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1978,1612,1217,869,721,656,889,874,
应交税费(万元),1167,2066,1040,1784,420,881,1577,1065,
应付利息(万元),67,46,41,39,60,60,63,70,
应付股利(万元),--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),4696,6056,8413,1576,2345,2822,3678,3741,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,
流动负债合计(万元),71409,60752,52452,44094,42490,43986,50216,47294,
长期借款(万元),--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,
预计非流动负债(万元),164,146,118,118,114,132,152,152,
长期递延收益(万元),966,655,693,730,609,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,627,645,--,
非流动负债合计(万元),1129,801,811,848,723,759,797,152,
负债合计(万元),72538,61553,53263,44942,43214,44745,51014,47446,
实收资本(或股本)(万元),32267,32267,32267,14667,14667,11000,11000,11000,
资本公积(万元),17855,17855,17855,35455,35455,12703,12703,12703,
减:库存股(万元),--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,
盈余公积(万元),5179,4439,3786,3266,2614,2125,1611,1069,
一般风险准备(万元),--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,
未分配利润(万元),38894,35047,30898,29031,26202,21367,15600,8399,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),94196,89608,84806,82419,78938,47195,40914,33171,
少数股东权益(万元),6257,5949,5398,3407,--,--,--,--,
所有者权益(或股东权益)合计(万元),100452,95558,90204,85825,78938,47195,40914,33171,
负债和所有者权益(或股东权益)总计(万元),172991,157110,143467,130767,122151,91940,91928,80616,		
  
