报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),38864,42860,39523,19797,27640,36871,34921,20364,35491,48156,5506,4478,1031,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,30,93,--,--,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
应收票据(万元),20761,18615,3598,2729,4566,2199,1397,2472,915,5332,1200,2283,211,
应收账款(万元),165326,146485,47222,32659,27298,23529,18703,16569,12908,10021,7283,6023,2978,
预付款项(万元),8705,11724,7041,3807,5027,5789,5184,16766,6808,3148,2097,1989,611,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
应收利息(万元),2206,3327,585,160,--,--,--,--,--,0,0,0,0,
应收股利(万元),0,--,--,--,--,--,--,--,--,0,0,0,0,
其他应收款(万元),1417,2594,165,114,119,176,236,496,238,96,148,156,563,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
存货(万元),35228,35279,31157,30560,36615,37744,44642,44896,37937,23053,15157,9449,6137,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
其他流动资产(万元),34344,27722,22554,617,995,61,2632,--,--,0,0,0,0,
流动资产合计(万元),306851,288605,151845,90442,102259,106400,107809,101563,94296,89805,31392,24378,11531,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
可供出售金融资产(万元),--,--,7725,7725,7725,--,--,--,--,0,0,0,0,
