报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),119818,173368,172233,168075,194695,76488,121274,162292,78965,69438,71229,40933,44205,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
交易性金融资产(万元),--,--,--,--,15,167,--,219,294,0,--,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应收票据(万元),4501,10974,15848,14305,22432,39558,20631,12414,10349,9250,2410,5922,5572,
应收账款(万元),13807,26906,34987,40241,30921,19566,18073,17944,21477,27409,25072,25239,21060,
预付款项(万元),2007,4110,3171,4343,6925,8776,4049,5912,2227,1949,9845,19314,20185,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应收利息(万元),720,1351,1344,1715,2119,1480,1846,1712,197,131,449,132,101,
应收股利(万元),--,--,--,--,--,--,17,--,--,0,--,0,0,
其他应收款(万元),58253,20447,20729,34494,24420,9161,10567,7699,17983,4992,7054,8486,10751,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
存货(万元),28973,28265,40012,41263,54824,51985,49308,52697,40501,40575,38808,33975,29518,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,--,8,0,
其他流动资产(万元),10563,11604,12027,13022,20003,14119,10969,--,--,0,--,65,0,
流动资产合计(万元),254700,277024,300350,317460,356354,221299,236734,260891,171995,153744,154866,134075,131391,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
可供出售金融资产(万元),5076,5084,5094,5055,46,--,--,--,--,0,7881,28400,17544,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
