报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),12527,43798,20278,49712,50343,97479,84950,26430,22222,20630,14726,9963,6612,3417,2007,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
应收票据(万元),20,--,50,293,952,711,211,197,--,0,0,--,0,0,0,
应收账款(万元),25784,8930,8142,5500,4712,6421,3381,6408,667,490,1622,1714,3338,1996,3984,
预付款项(万元),14830,27207,31696,14967,18830,19415,34699,13653,8223,11213,11598,17421,6364,4096,3518,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
应收利息(万元),--,--,--,--,--,--,65,--,--,0,0,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他应收款(万元),1913,1614,1140,2025,1383,844,661,694,508,333,764,1957,892,767,600,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
存货(万元),29635,36108,29643,34565,25595,29078,28368,32481,20455,12277,33853,25232,13152,6680,6153,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他流动资产(万元),5387,69745,37798,11445,--,--,--,--,--,0,0,--,0,0,0,
流动资产合计(万元),90095,187403,128747,118507,101815,153948,152336,79864,52075,44942,62563,56288,30358,16956,16262,
