报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),13988,4462,6068,18049,6122,5755,5519,8382,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),1790,2254,306,26,121,30,20,4,
应收账款(万元),17228,16737,11093,10246,11537,9781,8151,6756,
预付款项(万元),1395,1612,1842,880,1211,944,3803,1274,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,40,113,27,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),917,378,396,287,547,539,345,116,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),10567,12019,10634,7229,7849,6209,2784,2375,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),390,12192,13655,8348,108,168,--,--,
流动资产合计(万元),46274,49696,44107,45093,27494,23427,20623,18907,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),27443,26617,22026,7669,7431,7006,--,--,
累计折旧(万元),6798,5260,3801,3212,2624,2062,--,--,
固定资产净值(万元),20645,21357,18225,4456,4807,4944,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),20645,21357,18225,4456,4807,4944,4838,4763,
在建工程(万元),588,97,1479,9805,7311,1352,80,--,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),6271,6446,6618,6360,6485,6643,3553,2075,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),397,261,54,84,119,84,210,268,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),252,268,258,161,59,56,42,34,
其他非流动资产(万元),7531,506,223,142,446,--,--,--,
非流动资产合计(万元),35684,28935,26857,21009,19226,13079,8723,7141,
资产总计(万元),81958,78631,70964,66103,46720,36506,29346,26048,
短期借款(万元),6900,6000,--,--,7325,4425,4425,4925,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,
应付账款(万元),11150,11028,10538,8419,10949,7791,5567,5675,
预收账款(万元),118,402,225,23,60,14,7,69,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),601,366,377,343,237,306,207,133,
