报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
货币资金(万元),110326,159189,50438,53265,47535,51303,46909,86661,21360,15289,11830,6600,2874,2802,4171,1206,
结算备付金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
衍生金融资产(万元),132,78,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应收票据(万元),12106,9076,2069,2207,1330,1391,445,--,15,63,271,0,0,0,0,0,
应收账款(万元),388326,321869,226568,139620,104058,95424,72608,63200,37251,25503,17626,16814,21688,12452,2791,2055,
预付款项(万元),10981,13510,9333,7683,5902,6013,6734,18356,2687,2604,1579,1299,2649,1729,694,223,
应收保费(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应收利息(万元),--,--,--,--,--,--,140,970,0,0,0,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
其他应收款(万元),14233,14214,12714,11395,6295,4201,3060,1567,1384,1803,543,-453,2139,3031,679,1555,
应收出口退税(万元), --,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
存货(万元),191753,169974,88755,68105,43529,41524,29660,21759,24738,13577,9753,6129,8742,7272,4334,2830,
待摊费用(万元),--,--,--,--,--,--,--,--,0,0,0,0,85,289,111,3,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
一年内到期的非流动资产(万元),11142,6923,3253,181,8,--,--,--,0,0,0,0,0,0,0,0,
其他流动资产(万元),14377,10798,12371,3013,7207,8714,147,--,20,41,2,0,0,0,0,0,
流动资产合计(万元),753374,705633,405500,285469,215864,208570,159703,192513,87455,58881,41604,30390,38177,27574,12780,7872,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
可供出售金融资产(万元),2041,2041,2041,2050,2050,--,--,--,0,0,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
长期应收款(万元),49572,34919,14736,994,--,--,--,--,0,0,0,0,0,0,0,0,
长期股权投资(万元),--,--,--,--,--,--,--,--,0,0,0,45,45,45,45,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
投资性房地产(万元),2092,2152,8499,8888,2535,1290,1434,1578,1722,1870,0,0,0,0,0,0,
固定资产原值(万元),212220,199324,159703,149722,132689,85930,75813,25635,23495,20546,17493,0,7836,5577,3874,2344,
累计折旧(万元),68417,54905,43456,48511,43458,28164,21295,11073,9339,7707,5923,0,2222,1418,1027,753,
固定资产净值(万元),143803,144418,116247,101211,89230,57766,54518,14562,14156,12838,11570,0,5614,4158,2847,1591,
固定资产减值准备(万元),32,83,83,1274,1274,83,--,--,0,347,0,0,0,0,0,0,
固定资产(万元),143771,144336,116164,99937,87956,57684,54518,14562,14156,12491,11570,10965,5614,4158,2847,1591,
在建工程(万元),59606,42606,21125,8739,4242,27205,14045,7093,571,201,7,0,7699,7220,6421,4163,
工程物资(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
固定资产清理(万元),292,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
无形资产(万元),351153,339003,29181,28399,23584,24149,15249,6779,4030,1261,1304,1410,66,5,7,0,
开发支出(万元),56376,43969,26207,9436,9166,5519,3747,2278,0,0,0,0,0,0,0,0,
商誉(万元),26057,27066,4676,4676,4676,3667,3343,3343,3343,3343,0,0,0,0,0,0,
长期待摊费用(万元),12330,9417,5155,4386,5492,5938,888,255,189,66,72,1,48,64,87,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
递延所得税资产(万元),38199,38386,6066,4910,1919,1671,1777,942,687,556,583,0,0,0,0,0,
其他非流动资产(万元),2139,3456,41463,2489,6689,6608,--,--,0,0,0,-5,-44,0,0,117,
非流动资产合计(万元),743630,687350,275314,174902,148310,133730,95000,36831,24697,19787,13536,12416,13427,11493,9407,5871,
资产总计(万元),1497004,1392983,680814,460371,364173,342300,254703,229344,112152,78669,55139,42806,51604,39067,22188,13743,
短期借款(万元),308737,250616,23585,73095,46417,57623,15566,7719,20530,17042,7938,3430,4800,3000,1700,1000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
衍生金融负债(万元),349,126,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应付票据(万元),27728,25860,19249,13681,3914,2595,10466,7680,8566,4103,1877,2908,0,0,0,0,
应付账款(万元),164035,132870,62527,59005,44260,35414,18435,20325,18734,10208,9536,7472,16096,11764,3002,1111,
预收账款(万元),38897,38162,14705,10868,5978,8372,4441,1085,10224,7266,3411,774,335,0,9,0,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应付职工薪酬(万元),22511,21489,17030,13907,7038,7232,4689,3648,3107,2730,1960,625,505,0,0,0,
应交税费(万元),11276,16648,10382,4917,1783,3244,62,883,2254,1220,1769,1821,2175,680,400,228,
应付利息(万元),861,541,209,180,78,105,57,28,42,69,69,35,0,0,0,0,
应付股利(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
其他应付款(万元),11570,102483,5902,5282,3577,4449,1913,1126,1088,2259,4251,5282,435,581,1214,838,
预提费用(万元),--,--,--,--,--,--,--,--,0,0,0,0,1426,1086,360,209,
预计流动负债(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
一年内到期的非流动负债(万元),57173,27396,146,14348,4980,7377,--,2135,2207,2920,0,0,0,0,0,0,
其他流动负债(万元),35,696,694,185,195,200,268,--,0,0,0,0,0,0,0,0,
流动负债合计(万元),643171,616885,154428,195468,118220,126611,55897,44629,66752,47816,30812,22347,25772,17111,6685,3385,
