报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),11046,6063,3254,1252,3174,2563,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),7466,--,--,--,44,70,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),1879,1569,1740,319,214,885,
应收账款(万元),11700,9052,9377,5967,4929,4102,
预付款项(万元),809,478,915,779,784,1094,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),658,511,600,1965,3064,4273,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),10757,9703,9757,7591,8952,5743,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),24822,618,138,1589,1155,103,
流动资产合计(万元),69137,27994,25781,19462,22316,18833,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),1000,1000,1304,2136,1000,500,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),6938,6327,5594,4959,2813,2151,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),53,59,65,70,76,82,
固定资产原值(万元),24447,21703,20139,18744,--,--,
累计折旧(万元),11722,10121,8771,7481,--,--,
固定资产净值(万元),12725,11581,11368,11264,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),12725,11581,11368,11264,10764,8604,
在建工程(万元),8449,3746,1146,--,--,--,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),2301,2106,2139,744,679,777,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),2159,1466,1413,1514,1095,1018,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),1148,1095,1108,435,289,194,
其他非流动资产(万元),3659,2338,679,215,223,455,
非流动资产合计(万元),38433,29718,24815,21337,16940,13780,
资产总计(万元),107570,57712,50596,40799,39256,32613,
短期借款(万元),2910,8753,10002,7305,7982,6479,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,23,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),4618,3680,3052,1835,2687,2017,
应付账款(万元),6977,6219,6935,4890,5135,3871,
预收账款(万元),502,797,777,945,845,778,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),1900,1699,1838,1235,1115,1250,
应交税费(万元),1288,1458,917,1301,870,502,
应付利息(万元),4,12,14,4,25,12,
应付股利(万元),--,--,--,530,1734,1646,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),1594,1000,1021,605,803,2825,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),19792,23618,24556,18651,21219,19378,
长期借款(万元),--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,
递延所得税负债(万元),640,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),640,0,0,0,0,0,
负债合计(万元),20432,23618,24556,18651,21219,19378,
实收资本(或股本)(万元),8000,6000,6000,2680,2680,2680,
资本公积(万元),53004,10502,10502,161,161,161,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),2271,1390,411,1593,1068,855,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),23863,16202,9127,16209,11635,7343,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),87138,34094,26040,20642,15543,11038,
少数股东权益(万元),--,--,--,1506,2494,2197,
所有者权益(或股东权益)合计(万元),87138,34094,26040,22148,18037,13235,
负债和所有者权益(或股东权益)总计(万元),107570,57712,50596,40799,39256,32613,		
  
