报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),19545,12434,7557,14600,3863,
结算备付金(万元),--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,
应收票据(万元),51,74,50,--,--,
应收账款(万元),26022,23146,20953,12934,17217,
预付款项(万元),66,80,75,204,189,
应收保费(万元),--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,
应收利息(万元),--,28,--,--,3,
应收股利(万元),--,--,--,--,--,
其他应收款(万元),7,41,86,2744,2240,
应收出口退税(万元), --,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,
存货(万元),3670,4799,3970,2343,2514,
待摊费用(万元),--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,
其他流动资产(万元),54,173,632,91,117,
流动资产合计(万元),49414,40776,33324,32916,26144,
发放贷款及垫款(万元),--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,
固定资产原值(万元),15987,12501,10826,3432,--,
累计折旧(万元),3170,1975,1195,715,--,
固定资产净值(万元),12817,10526,9631,2716,--,
固定资产减值准备(万元),--,--,--,--,--,
固定资产(万元),12817,10526,9631,2716,2032,
在建工程(万元),--,--,--,2357,9,
工程物资(万元),--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,
油气资产(万元),--,--,--,--,--,
无形资产(万元),1337,877,920,951,878,
开发支出(万元),--,--,--,--,--,
商誉(万元),--,--,--,--,--,
长期待摊费用(万元),563,24,37,--,--,
股权分置流通权(万元),--,--,--,--,--,
递延所得税资产(万元),340,240,185,166,162,
其他非流动资产(万元),376,379,79,94,134,
非流动资产合计(万元),15434,12046,10852,6284,3214,
资产总计(万元),64848,52821,44175,39200,29359,
短期借款(万元),--,--,6000,5000,--,
向中央银行借款(万元),--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,
应付票据(万元),--,--,--,--,--,
应付账款(万元),7630,8379,10317,6569,6016,
预收账款(万元),--,--,--,--,--,
卖出回购金融资产款(万元),--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,
应付职工薪酬(万元),1279,1272,668,395,236,
应交税费(万元),800,790,1485,1950,1948,
应付利息(万元),--,--,9,6,--,
应付股利(万元),--,--,4006,601,--,
其他应交款(万元),--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,
其他应付款(万元),9,63,3614,4426,270,
预提费用(万元),--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,
递延收益(万元),--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,
流动负债合计(万元),9718,10504,26100,18947,8470,
长期借款(万元),--,--,--,--,--,
应付债券(万元),--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,
长期递延收益(万元),238,26,--,--,--,
递延所得税负债(万元),--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,
非流动负债合计(万元),238,26,0,0,0,
负债合计(万元),9956,10530,26100,18947,8470,
实收资本(或股本)(万元),9113,9113,7150,7150,7150,
资本公积(万元),19640,19640,347,166,--,
减:库存股(万元),--,--,--,--,--,
专项储备(万元),--,--,--,--,--,
盈余公积(万元),1841,851,2043,1937,1362,
一般风险准备(万元),--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,
未分配利润(万元),24298,12686,8536,11000,12255,
拟分配现金股利(万元),--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,
归属于母公司股东权益合计(万元),54892,42291,18076,20253,20767,
少数股东权益(万元),--,--,--,--,121,
所有者权益(或股东权益)合计(万元),54892,42291,18076,20253,20888,
负债和所有者权益(或股东权益)总计(万元),64848,52821,44175,39200,29359,		
  
