报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),6930,6941,3778,7377,6742,9984,9213,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),--,70,--,--,--,20,95,
应收账款(万元),16292,9689,7363,6377,5492,2160,3312,
预付款项(万元),154,1001,21,24,35,26,28,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,14,35,123,140,67,93,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),831,640,328,2672,216,129,576,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),7566,--,--,--,--,--,6507,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),--,--,227,15,--,--,--,
流动资产合计(万元),31774,18355,11751,16588,12626,12386,19823,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),21397,2836,2807,2770,2653,--,--,
累计折旧(万元),1988,1681,1552,1285,1022,--,--,
固定资产净值(万元),19409,1155,1255,1485,1631,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),19409,1155,1255,1485,1631,1457,1076,
在建工程(万元),--,15515,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),47,78,85,74,89,97,32,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,30,
长期待摊费用(万元),975,1009,1044,1079,1117,1162,1184,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),518,331,227,210,84,46,160,
