报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),1375661,1089441,807587,657539,430978,343396,285587,288739,255913,464038,501271,234002,511171,63999,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收票据(万元),--,--,--,--,--,378,--,--,--,0,0,0,0,325,
应收账款(万元),7018,10250,5785,5900,7143,5245,5131,3561,9401,3117,5594,2832,2420,3418,
预付款项(万元),229973,221273,319820,100829,74329,46761,42265,43974,31592,33595,27473,21351,30796,3451,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收利息(万元),63,357,654,3100,1224,143,--,--,--,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应收款(万元),328901,213975,183093,55295,11314,59152,8249,5622,6596,7126,18227,7084,2584,2994,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
存货(万元),6039555,5255180,4138575,3108770,2395503,2056615,1889802,1788333,1514989,1365877,1379174,1269668,450773,343704,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动资产(万元),11911,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动资产(万元),304680,200602,157418,--,--,--,--,--,--,0,0,0,0,0,
流动资产合计(万元),8297762,6991079,5612931,3931434,2920491,2511690,2231035,2130230,1818491,1873753,1931739,1534936,997744,417891,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应收款(万元),11032,150673,--,--,27750,--,--,--,--,0,0,0,0,0,
长期股权投资(万元),32777,30170,25496,1470,2840,657,728,--,659,2611,2107,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
投资性房地产(万元),485154,503197,516124,527760,477596,486870,494432,529376,551855,440261,195569,65400,69734,74648,
固定资产原值(万元),436356,406120,405439,405712,461276,337100,336275,290947,289124,275631,210695,140405,137819,0,
累计折旧(万元),178012,171491,161088,149986,143509,131270,118450,104210,92237,80485,71960,66852,61231,0,
固定资产净值(万元),258344,234629,244351,255726,317767,205831,217825,186737,196887,195146,138735,73553,76588,0,
固定资产减值准备(万元),1,1,1,1,1,3,3,5,5,5,6,75,43,0,
固定资产(万元),258343,234628,244349,255725,317766,205828,217822,186732,196883,195141,138729,73478,76545,83213,
在建工程(万元),303,23188,543,1045,1289,2747,188,23,522,119581,291677,365097,222649,104474,
工程物资(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
无形资产(万元),1296,919,838,342,338,84,48,--,743,826,77,84,97364,97371,
开发支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
商誉(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期待摊费用(万元),1846,2004,2346,2506,2996,--,--,--,--,0,0,0,0,30,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税资产(万元),86464,62144,31501,21031,17293,2457,4131,4962,4848,3425,2033,1646,2450,1846,
其他非流动资产(万元),14463,--,--,--,--,--,--,--,--,0,0,0,0,0,
非流动资产合计(万元),891678,1006923,821197,809879,847867,698642,717348,721094,755510,761844,630190,505704,468744,361582,
资产总计(万元),9189440,7998002,6434129,4741313,3768358,3210333,2948382,2851324,2574001,2635597,2561930,2040641,1466487,779474,
短期借款(万元),110000,70000,78000,49221,115000,125000,120000,70000,88000,70000,65000,213000,25000,47000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付账款(万元),672493,519658,374130,288715,294379,218205,248072,275866,282359,205499,172581,83860,53564,55256,
预收账款(万元),27638,2256389,1835096,701831,540173,491931,398317,366470,215196,362662,464718,318604,240837,97989,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付职工薪酬(万元),12073,13739,8529,8023,7072,6366,6059,5192,3806,3695,4792,2778,4091,3659,
应交税费(万元),277432,197451,166933,108096,86448,52104,49572,36054,45168,35646,43786,28921,10543,317,
应付利息(万元),48413,30279,21964,32304,6538,5521,11507,11529,11218,11111,9823,4774,3656,0,
应付股利(万元),1716,116,116,116,116,116,116,116,116,116,116,117,794,18002,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应付款(万元),190643,190184,204689,241233,114664,77896,57020,54936,54818,49241,30587,29148,73964,68152,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,168115,0,0,0,0,0,
一年内到期的非流动负债(万元),826392,623144,290215,415830,130975,217017,311789,157900,28800,114400,120000,90000,40000,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
流动负债合计(万元),5011277,3900960,2979672,1845369,1295365,1194157,1202452,978063,897595,852371,911403,771202,452450,290374,
长期借款(万元),1636588,2100181,1685174,1460701,1215375,801033,576359,585630,591516,532600,444000,262000,32000,40000,
应付债券(万元),340306,488788,397179,247826,149647,149410,149182,317749,148754,316051,315281,148176,147999,0,
长期应付款(万元),503157,157948,146285,--,--,693,775,867,964,1171,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,0,10310,10615,11756,13490,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期递延收益(万元),--,--,431,--,--,--,--,255,255,255,--,--,--,0,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,0,255,0,0,0,
非流动负债合计(万元),2493765,2760841,2229514,1709055,1365641,951136,726315,904501,741489,850077,769846,420791,191755,53490,
负债合计(万元),7505042,6661801,5209186,3554424,2661006,2145294,1928767,1882564,1639084,1702448,1681250,1191993,644205,343865,
实收资本(或股本)(万元),336702,336702,336702,336702,336702,336702,336702,336702,336702,336702,336702,336702,336702,186702,
资本公积(万元),364890,364890,364890,365215,369778,369778,369764,369764,369762,368380,368638,367962,368127,164847,
减:库存股(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,
盈余公积(万元),94773,87494,80676,78568,74915,71845,68357,64794,59992,58696,54243,51249,49095,46741,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未分配利润(万元),564421,470811,383791,346042,308700,278890,236127,186451,151110,142201,99045,67247,50056,23165,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
归属于母公司股东权益合计(万元),1521746,1259897,1166058,1126527,1090095,1057215,1010950,957712,917566,905979,858628,823159,803980,421456,
少数股东权益(万元),162652,76304,58884,60362,17257,7824,8665,11048,17351,27170,22052,25488,18303,14153,
所有者权益(或股东权益)合计(万元),1684398,1336201,1224942,1186889,1107352,1065039,1019615,968760,934917,933149,880680,848648,822283,435609,
负债和所有者权益(或股东权益)总计(万元),9189440,7998002,6434129,4741313,3768358,3210333,2948382,2851324,2574001,2635597,2561930,2040641,1466487,779474,		
  
