报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),14780,11219,8993,8308,4771,15778,12183,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),85,--,--,--,--,--,--,
应收账款(万元),23877,9184,9762,11591,8145,3042,9561,
预付款项(万元),139,44,91,32,5,9,10,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),8430,637,11,149,202,207,15,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),587,498,505,549,266,251,140,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),105,--,--,--,--,--,--,
其他流动资产(万元),3930,807,56,--,--,--,--,
流动资产合计(万元),51933,22389,19417,20629,13388,19286,21909,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),7935,--,--,--,--,--,--,
长期股权投资(万元),2278,2351,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),185784,130902,123869,119358,69223,44884,44056,
累计折旧(万元),47332,37152,32966,26039,21727,18550,16058,
固定资产净值(万元),138452,93750,90903,93319,47497,26334,27998,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),138452,93750,90903,93319,47497,26334,27998,
在建工程(万元),35088,35306,23578,15706,23317,12885,3125,
工程物资(万元),5,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),82049,39070,40426,36247,32675,26053,13096,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),608,310,61,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),951,710,650,698,628,414,389,
其他非流动资产(万元),2704,6971,185,1472,888,1395,--,
非流动资产合计(万元),270070,178468,155804,147441,105005,67081,44608,
资产总计(万元),322003,200857,175221,168070,118393,86367,66517,
短期借款(万元),21800,4000,10000,13300,3960,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),--,--,--,8000,--,--,--,
应付账款(万元),41527,15216,31157,37915,22937,5210,663,
预收账款(万元),--,--,--,--,--,--,--,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),1846,1459,1139,518,675,317,158,
应交税费(万元),2172,1165,1005,1078,725,676,818,
应付利息(万元),962,44,93,--,--,--,--,
应付股利(万元),--,--,--,--,--,13660,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),2213,1051,142,375,1215,14411,10969,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),10141,1363,10599,2425,375,325,--,
其他流动负债(万元),--,--,--,--,--,--,--,
流动负债合计(万元),80662,24298,54134,63612,29886,34599,12607,
长期借款(万元),61896,24912,24907,17909,13000,3375,--,
应付债券(万元),--,--,--,--,--,--,--,
长期应付款(万元),4966,--,--,--,--,--,--,
专项应付款(万元),--,--,--,62,--,--,--,
预计非流动负债(万元),1773,1130,1129,1009,498,196,16,
长期递延收益(万元),6770,5087,2305,2382,449,496,516,
递延所得税负债(万元),44,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,
非流动负债合计(万元),75448,31129,28341,21362,13948,4067,532,
负债合计(万元),156110,55427,82475,84974,43834,38665,13139,
实收资本(或股本)(万元),45000,45000,33750,33750,33750,27000,27000,
资本公积(万元),62552,62552,31826,31826,31826,10535,10535,
减:库存股(万元),--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,
盈余公积(万元),4454,2754,1939,1241,686,2346,1581,
