报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),9527,24641,11089,8537,12158,7888,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),1571,--,--,217,336,475,
应收账款(万元),13508,14491,11686,9760,11777,7739,
预付款项(万元),301,429,112,181,169,141,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),205,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),696,527,289,459,360,250,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),27657,22428,20020,16920,17547,16580,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),40455,14139,89,74,95,66,
流动资产合计(万元),93919,76654,43284,36149,42442,33139,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),13365,12840,12592,12516,11744,--,
累计折旧(万元),5260,4621,3855,3061,2309,--,
固定资产净值(万元),8105,8219,8737,9454,9435,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),8105,8219,8737,9454,9435,9591,
在建工程(万元),--,7,--,--,737,90,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),6278,3947,4001,4086,4179,39,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),1201,980,914,835,819,407,
其他非流动资产(万元),151,57,--,--,--,4166,
非流动资产合计(万元),15736,13210,13652,14375,15170,14294,
资产总计(万元),109655,89865,56936,50524,57612,47433,
短期借款(万元),4049,--,4000,8000,9087,5500,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),--,366,--,700,830,1200,
应付账款(万元),13644,10484,9548,6679,7243,8239,
预收账款(万元),10267,10139,9689,6412,10031,7553,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),1797,1640,1265,1030,933,946,
应交税费(万元),1567,1008,824,901,1259,925,
应付利息(万元),41,--,5,10,53,9,
应付股利(万元),1002,--,--,3998,1759,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),3617,138,79,61,118,173,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),35984,23775,25411,27790,31314,24545,
长期借款(万元),--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),711,636,606,636,593,563,
长期递延收益(万元),2794,3166,3304,3375,3532,1072,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),3505,3802,3910,4011,4125,1635,
负债合计(万元),39489,27577,29321,31801,35438,26180,
实收资本(或股本)(万元),21069,14800,11100,10000,8100,8100,
资本公积(万元),31616,33454,9143,5843,--,--,
减:库存股(万元),3462,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),2739,1662,798,218,4914,4067,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),18204,12371,6574,2663,9044,8971,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),70165,62287,27615,18723,22059,21139,
少数股东权益(万元),--,--,--,--,114,114,
所有者权益(或股东权益)合计(万元),70165,62287,27615,18723,22173,21253,
负债和所有者权益(或股东权益)总计(万元),109655,89865,56936,50524,57612,47433,		
  
