报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),62585,51468,61850,59128,65985,26403,52674,61770,25748,18207,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),220,244,4,--,--,9,135,11,27,169,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),63643,37867,27913,42079,32988,21964,16822,24690,14839,17471,
应收账款(万元),171334,187412,159607,146680,139698,124986,99819,89233,67352,60075,
预付款项(万元),14579,13783,19448,16634,10358,12941,15477,18236,13662,13429,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,267,--,11,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),4554,6007,5275,5516,6007,6921,6340,3302,5249,2366,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),56642,51049,63248,47115,41751,49483,41529,37975,32518,22891,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),601,865,662,1114,305,762,--,--,--,--,
流动资产合计(万元),374159,348694,338006,318264,297359,243469,232806,235217,159398,134608,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),10122,13116,13673,13501,11558,--,--,--,--,3717,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),30175,26800,25685,26652,25323,25310,21295,19815,18910,5599,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),10986,11299,11637,4738,4909,5117,5475,5654,5827,5314,
固定资产原值(万元),98352,90460,81762,78811,77023,75273,59611,--,--,--,
累计折旧(万元),40756,39668,37563,34600,31416,29677,27694,--,--,--,
