报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),149783,172296,96366,111949,124968,69238,84711,79499,56586,48527,92247,42713,
结算备付金(万元),--,--,--,--,--,--,--,--,0,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,0,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,0,--,--,14650,
衍生金融资产(万元),--,--,--,--,--,--,--,--,0,--,--,0,
应收票据(万元),135814,74807,31656,57681,51220,34355,5774,525,519,--,835,1138,
应收账款(万元),237820,201499,106665,117108,194148,205753,155690,88369,73105,67901,22390,22083,
预付款项(万元),1741,1273,1223,1554,4341,3688,4203,826,2639,5329,80079,3377,
应收保费(万元),--,--,--,--,--,--,--,--,0,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,0,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,0,--,--,0,
应收利息(万元),0,--,--,--,--,--,--,--,0,--,0,0,
应收股利(万元),0,--,--,--,--,--,--,--,0,--,0,0,
其他应收款(万元),267749,19135,1968,2347,2552,4595,3584,27344,68190,6412,42259,3506,
应收出口退税(万元), --,--,--,--,--,--,--,--,0,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,0,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,0,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,0,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,0,--,--,0,
存货(万元),2323,3334,4520,4874,3735,10934,9784,16730,15681,13232,29266,3709,
待摊费用(万元),--,--,--,--,--,--,--,--,0,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,0,--,--,0,
一年内到期的非流动资产(万元),6182,2000,--,--,--,--,--,--,0,--,0,0,
其他流动资产(万元),51131,12244,9038,17407,38715,--,--,--,0,--,0,144,
流动资产合计(万元),852545,922982,251436,312921,419680,328563,263746,213294,216720,141401,267076,91319,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,0,--,--,0,
可供出售金融资产(万元),160594,111657,110657,110257,97657,--,--,--,0,--,--,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,0,--,--,0,
长期应收款(万元),10300,37175,38731,36367,30721,10190,--,--,0,--,--,0,
长期股权投资(万元),2755,250761,255723,267972,260553,317652,281862,82410,8311,7811,7811,7811,
其他长期投资(万元),--,--,--,--,--,--,--,--,0,--,--,0,
投资性房地产(万元),2588,2896,3203,3509,3816,4123,4250,4229,4510,4789,5067,0,
固定资产原值(万元),16179925,13308372,12893691,--,--,10797003,7131146,5062466,4642245,3116805,1176088,477562,
累计折旧(万元),3484873,2978777,2558664,--,--,1285937,980931,735380,545963,367010,285278,250680,
固定资产净值(万元),12695052,10329595,10335027,--,--,9511066,6150215,4327086,4096282,2749795,890810,226882,
固定资产减值准备(万元),13854,9035,9035,--,--,6349,--,--,0,--,0,0,
固定资产(万元),12681198,10320560,10325992,10212063,10387738,9504717,6150215,4327086,4096282,2749795,890810,226882,
在建工程(万元),2366076,4487607,4651243,4314068,3614771,3584665,4590309,4780708,2727222,2655770,3357202,2979805,
工程物资(万元),345,1725,1618,4043,7445,140,131,253,253449,414667,354189,279739,
固定资产清理(万元),--,--,--,--,--,--,--,--,0,2,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,0,--,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,0,--,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,0,--,--,0,
无形资产(万元),692128,575675,515262,386741,294241,191244,11539,6606,1327,545,139,245,
开发支出(万元),--,--,--,--,--,--,--,--,0,--,0,0,
商誉(万元),--,--,--,--,--,--,774,774,774,774,774,0,
长期待摊费用(万元),5853,5766,5889,10,10,10,--,--,0,--,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,0,--,--,0,
递延所得税资产(万元),279,--,--,--,570,5917,120,127,773,5573,637,0,
其他非流动资产(万元),61884,81241,47073,10187,4397,7,7,6,0,--,0,0,
非流动资产合计(万元),15984000,15875062,15955392,15345218,14701918,13618666,11039207,9202200,7092649,5839727,4616630,3494483,
资产总计(万元),16836545,16798044,16206827,15658139,15121598,13947229,11302953,9415494,7309368,5981128,4883706,3585803,
短期借款(万元),974888,1002950,471584,1015557,241000,513000,468980,1689037,1202706,1373858,1249685,604600,
向中央银行借款(万元),--,--,--,--,--,--,--,--,0,--,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,0,--,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,0,--,--,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,0,--,--,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,0,--,--,0,
应付票据(万元),--,8364,10695,--,--,30840,19900,48145,0,--,17449,166330,
应付账款(万元),13044,8977,13036,25477,38626,13298,12592,8433,10215,9222,12443,95528,
预收账款(万元),9,156,653,663,589,675,706,1397,1568,470,451,0,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,0,--,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,0,--,--,0,
应付职工薪酬(万元),3702,2635,1898,1745,1048,768,754,623,4890,4928,4720,4246,
应交税费(万元),35469,62238,41917,32037,53732,31195,11909,11513,25404,21482,2496,4007,
应付利息(万元),28199,35077,37237,34349,42384,45703,43762,17079,13893,--,0,0,
应付股利(万元),5114,5074,76,35,376664,9846,264379,22707,0,--,0,2060,
其他应交款(万元),--,--,--,--,--,--,--,--,0,--,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,0,--,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,0,--,--,0,
其他应付款(万元),895991,907273,1185547,1282567,1548146,1586923,267456,219845,207163,189115,173102,85542,
预提费用(万元),--,--,--,--,--,--,--,--,0,--,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,0,--,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,0,--,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,0,--,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,0,--,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,0,--,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,0,--,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,0,--,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,0,--,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,0,--,--,0,
一年内到期的非流动负债(万元),1769498,623056,754090,789567,1114866,822647,367052,261121,214161,62500,48000,34000,
其他流动负债(万元),600000,950000,1650000,950000,400000,600000,600000,400000,403901,--,0,254042,
流动负债合计(万元),4325914,3953041,4166733,4131997,3817053,3654896,2057491,2679900,2083900,1661575,1508347,1250354,
长期借款(万元),7761198,8547017,8088042,7363218,7370224,6189561,5929568,3871390,3050450,2511950,1831750,1242293,
应付债券(万元),--,--,--,--,100000,350000,250000,--,0,--,0,0,
长期应付款(万元),96393,192244,421968,707625,838037,876989,777818,791470,521624,447115,381208,209000,
专项应付款(万元),260,260,260,260,260,452,--,--,0,--,0,0,
预计非流动负债(万元),18994,4512,--,--,--,--,--,--,0,--,--,0,
长期递延收益(万元),593,779,965,1151,1337,--,--,--,0,--,--,0,
递延所得税负债(万元),55141,--,--,--,--,501,619,679,719,--,--,0,
其他非流动负债(万元),--,--,--,--,--,1523,56566,52996,41368,26314,13525,0,
非流动负债合计(万元),7932579,8744811,8511235,8072253,8309858,7419026,7014571,4716534,3614161,2985379,2226482,1451293,
负债合计(万元),12258493,12697852,12677969,12204250,12126911,11073922,9072062,7396434,5698062,4646953,3734829,2701647,
实收资本(或股本)(万元),1800000,1800000,1620000,1620000,1530000,898502,416589,416589,416589,416589,416589,416589,
资本公积(万元),1889240,1889240,1691413,1475520,1351680,1498153,1645065,1300742,942208,801201,614946,369929,
减:库存股(万元),--,--,--,--,--,--,--,--,0,--,--,0,
专项储备(万元),--,--,--,--,--,--,--,--,0,--,--,0,
盈余公积(万元),109964,54331,30969,23144,--,150909,121795,97233,79072,61946,58991,54420,
一般风险准备(万元),--,--,--,--,--,--,--,--,0,--,--,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,0,--,--,0,
未分配利润(万元),621425,195785,16154,181280,-24307,249329,-16776,162385,143592,24058,37126,20217,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,0,--,--,0,
外币报表折算差额(万元),--,--,--,--,--,-828,-1135,-8145,-2941,-5205,-5138,0,
归属于母公司股东权益合计(万元),4425652,3941968,3365534,3302314,2856310,2796064,2165538,1968804,1578520,1298588,1122514,861155,
少数股东权益(万元),152399,158224,163324,151574,138377,77242,65353,50256,32787,35587,26363,23000,
所有者权益(或股东权益)合计(万元),4578051,4100192,3528859,3453889,2994687,2873306,2230892,2019060,1611307,1334175,1148877,884155,
负债和所有者权益(或股东权益)总计(万元),16836545,16798044,16206827,15658139,15121598,13947229,11302953,9415494,7309368,5981128,4883706,3585803,		
  
