报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),39073,46510,41383,41895,58582,61113,68076,69503,6262,2651,1178,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1981,1762,1946,333,807,609,135,462,973,91,--,
应收账款(万元),81288,81160,67713,13423,7546,6269,3877,2327,1142,1029,839,
预付款项(万元),3242,4840,1088,336,319,380,302,1143,656,558,1224,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),0,1874,2608,1894,1390,1255,1132,924,--,--,--,
应收股利(万元),0,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),5011,4281,3146,637,209,265,1652,966,335,368,2550,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),13541,5408,4224,2634,2685,1912,1779,1215,1088,606,609,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),456,7002,1352,2045,--,--,59,--,--,--,--,
流动资产合计(万元),144592,152836,123462,63199,71537,71803,77013,76541,10455,5302,6401,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),3861,651,583,518,240,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),1496,1645,124,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,70,68,360,303,136,122,126,479,549,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),5499,5545,6090,6094,4768,4853,4322,4140,4148,1164,--,
固定资产原值(万元),18892,19171,18911,17646,14858,14123,12011,11260,10409,12743,--,
累计折旧(万元),8467,8292,7352,6227,4724,3605,2531,1735,1097,657,--,
