报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),25685,21652,52312,64312,36671,
结算备付金(万元),--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,
应收票据(万元),31811,21504,14642,8968,9193,
应收账款(万元),6083,5887,8439,10914,9007,
预付款项(万元),1169,2255,2253,2261,2159,
应收保费(万元),--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,
应收利息(万元),--,--,--,--,--,
应收股利(万元),--,--,--,--,--,
其他应收款(万元),2704,1310,1888,2318,4142,
应收出口退税(万元), --,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,
存货(万元),23913,23373,17613,25197,26151,
待摊费用(万元),--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,
其他流动资产(万元),26447,2878,3106,3064,24872,
流动资产合计(万元),117811,78859,100253,117034,112194,
发放贷款及垫款(万元),--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,
长期股权投资(万元),1499,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,
固定资产原值(万元),296573,260395,249367,--,--,
累计折旧(万元),133815,118537,100690,--,--,
固定资产净值(万元),162758,141858,148677,--,--,
固定资产减值准备(万元),1839,1984,1948,--,--,
固定资产(万元),160919,139874,146729,137634,135210,
在建工程(万元),11997,23266,7222,24920,17695,
工程物资(万元),--,--,--,--,208,
固定资产清理(万元),--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,
油气资产(万元),--,--,--,--,--,
无形资产(万元),53065,52116,54134,52791,54972,
开发支出(万元),74,--,--,--,--,
商誉(万元),1231,1231,1231,1231,1231,
长期待摊费用(万元),30,50,--,--,--,
股权分置流通权(万元),--,--,--,--,--,
递延所得税资产(万元),3556,5176,4381,4409,4577,
其他非流动资产(万元),7196,9920,13327,11531,5566,
非流动资产合计(万元),239569,231632,227024,232516,219458,
资产总计(万元),357379,310492,327277,349551,331652,
短期借款(万元),13800,20100,32500,49600,40615,
向中央银行借款(万元),--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,
应付票据(万元),100,1000,--,10541,9250,
应付账款(万元),13032,13969,10283,19921,13021,
预收账款(万元),5926,6054,7532,11133,11014,
卖出回购金融资产款(万元),--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,
应付职工薪酬(万元),5072,5428,6197,3564,2471,
应交税费(万元),1683,3142,3866,5230,4553,
应付利息(万元),65,78,67,92,44,
应付股利(万元),--,95,136,--,4,
其他应交款(万元),--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,
其他应付款(万元),14860,13222,17243,11922,16751,
预提费用(万元),--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,
递延收益(万元),--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,
一年内到期的非流动负债(万元),22603,6140,7945,15445,25400,
其他流动负债(万元),--,--,--,--,--,
流动负债合计(万元),77140,69228,85770,127448,123124,
长期借款(万元),10700,31403,31742,38435,20150,
应付债券(万元),--,--,--,--,--,
长期应付款(万元),682,682,17375,682,20682,
专项应付款(万元),2000,2000,--,--,--,
预计非流动负债(万元),249,54,8,22,--,
长期递延收益(万元),1465,1700,1967,1433,845,
递延所得税负债(万元),541,944,1089,1253,1416,
其他非流动负债(万元),--,--,--,--,--,
非流动负债合计(万元),23905,46316,63193,51216,55086,
负债合计(万元),101046,115544,148963,178665,178210,
实收资本(或股本)(万元),91775,76775,76775,76775,76775,
资本公积(万元),60161,24282,24282,24282,24282,
减:库存股(万元),--,--,--,--,--,
专项储备(万元),0,3,208,483,890,
盈余公积(万元),8264,7795,7023,5794,3887,
一般风险准备(万元),--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,
未分配利润(万元),78925,71625,57556,50074,35310,
拟分配现金股利(万元),--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,
归属于母公司股东权益合计(万元),238836,180516,165833,157397,141178,
少数股东权益(万元),17497,14432,12481,13489,12264,
所有者权益(或股东权益)合计(万元),256334,194948,178314,170886,153442,
负债和所有者权益(或股东权益)总计(万元),357379,310492,327277,349551,331652,		
  
