报告日期,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),85770,60833,76315,97477,
结算备付金(万元),0,--,0,0,
拆出资金(万元),0,--,0,0,
交易性金融资产(万元),2972,4820,2229,64,
衍生金融资产(万元),0,--,0,0,
应收票据(万元),0,--,0,0,
应收账款(万元),2142,3937,4593,2738,
预付款项(万元),452,778,5346,6179,
应收保费(万元),0,--,0,0,
应收分保账款(万元),0,--,0,0,
应收分保合同准备金(万元),0,--,0,0,
应收利息(万元),0,--,0,0,
应收股利(万元),0,--,0,0,
其他应收款(万元),3664,12016,15062,23910,
应收出口退税(万元), 0,--,0,0,
应收补贴款(万元),0,--,0,0,
应收保证金(万元),0,--,0,0,
内部应收款(万元),0,--,0,0,
买入返售金融资产(万元),0,--,0,0,
存货(万元),485,1186,1305,2175,
待摊费用(万元),0,--,0,0,
待处理流动资产损益(万元),0,--,0,0,
一年内到期的非流动资产(万元),0,--,0,0,
其他流动资产(万元),0,--,0,0,
流动资产合计(万元),95485,83570,104850,132543,
发放贷款及垫款(万元),0,--,0,0,
可供出售金融资产(万元),0,0,0,0,
持有至到期投资(万元),0,--,0,0,
长期应收款(万元),0,--,0,0,
长期股权投资(万元),72748,72217,63741,75753,
其他长期投资(万元),0,--,0,0,
投资性房地产(万元),0,--,0,0,
固定资产原值(万元),481041,402193,419438,413554,
累计折旧(万元),109796,101961,103506,95964,
固定资产净值(万元),371244,300232,315932,317590,
固定资产减值准备(万元),207,202,0,0,
固定资产(万元),371037,300030,315932,317590,
在建工程(万元),0,44384,397,76,
工程物资(万元),0,--,0,0,
固定资产清理(万元),32,--,6,0,
生产性生物资产(万元),0,--,0,0,
公益性生物资产(万元),0,--,0,0,
油气资产(万元),0,--,0,0,
无形资产(万元),590,720,762,821,
开发支出(万元),0,--,0,0,
商誉(万元),0,--,0,639,
长期待摊费用(万元),63,103,6,14,
股权分置流通权(万元),0,--,0,0,
递延所得税资产(万元),2398,1867,706,2491,
其他非流动资产(万元),0,--,133,0,
非流动资产合计(万元),446868,419321,381684,397384,
资产总计(万元),542353,502891,486533,529927,
短期借款(万元),0,150,650,2700,
向中央银行借款(万元),0,--,0,0,
吸收存款及同业存放(万元),0,--,0,0,
拆入资金(万元),0,--,0,0,
交易性金融负债(万元),0,0,0,0,
衍生金融负债(万元),0,--,0,0,
应付票据(万元),0,--,0,0,
应付账款(万元),3519,2595,3491,2496,
预收账款(万元),131,177,779,416,
卖出回购金融资产款(万元),0,--,0,0,
应付手续费及佣金(万元),0,--,0,0,
应付职工薪酬(万元),308,401,466,1065,
应交税费(万元),11658,7842,10428,14938,
应付利息(万元),0,--,0,0,
应付股利(万元),0,--,7522,2831,
其他应交款(万元),0,--,0,0,
应付保证金(万元),0,--,0,0,
内部应付款(万元),0,--,0,0,
其他应付款(万元),71391,34389,32570,45981,
预提费用(万元),0,--,0,0,
预计流动负债(万元),0,--,0,0,
应付分保账款(万元),0,--,0,0,
保险合同准备金(万元),0,--,0,0,
代理买卖证券款(万元),0,--,0,0,
代理承销证券款(万元),0,--,0,0,
国际票证结算(万元),0,--,0,0,
国内票证结算(万元),0,--,0,0,
递延收益(万元),0,--,0,0,
应付短期债券(万元),0,--,0,0,
一年内到期的非流动负债(万元),10000,10000,45000,0,
其他流动负债(万元),0,--,0,0,
流动负债合计(万元),97007,55554,100905,70427,
长期借款(万元),0,--,0,0,
应付债券(万元),0,--,0,0,
长期应付款(万元),25000,51000,0,90000,
专项应付款(万元),3700,3700,3700,3700,
预计非流动负债(万元),0,--,0,0,
长期递延收益(万元),0,--,--,--,
递延所得税负债(万元),0,--,66,0,
其他非流动负债(万元),0,--,0,0,
非流动负债合计(万元),28700,54700,3766,93700,
负债合计(万元),125707,110254,104671,164127,
实收资本(或股本)(万元),121320,121320,121320,121320,
资本公积(万元),140003,140002,140036,140641,
减:库存股(万元),0,--,0,0,
专项储备(万元),0,--,--,--,
盈余公积(万元),30016,27571,26615,24411,
一般风险准备(万元),0,--,0,0,
未确定的投资损失(万元),0,--,0,0,
未分配利润(万元),87353,66171,56700,42942,
拟分配现金股利(万元),0,--,0,0,
外币报表折算差额(万元),0,--,0,0,
归属于母公司股东权益合计(万元),378692,355065,344671,329315,
少数股东权益(万元),37954,37572,37191,36485,
所有者权益(或股东权益)合计(万元),416646,392637,381862,365800,
负债和所有者权益(或股东权益)总计(万元),542353,502891,486533,529927,		
  
