报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),30506,21162,2200,15861,3974,
结算备付金(万元),--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,1914,
衍生金融资产(万元),--,--,--,--,--,
应收票据(万元),--,--,10,--,--,
应收账款(万元),18651,14457,9393,8750,8143,
预付款项(万元),363,155,355,212,15,
应收保费(万元),--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,
应收利息(万元),--,--,--,--,--,
应收股利(万元),--,--,--,--,--,
其他应收款(万元),562,552,5325,10159,10969,
应收出口退税(万元), --,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,
存货(万元),--,--,--,--,--,
待摊费用(万元),--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,
其他流动资产(万元),205,--,14716,2380,270,
流动资产合计(万元),50287,36327,31999,37363,25284,
发放贷款及垫款(万元),--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,200,
持有至到期投资(万元),--,--,--,1000,7130,
长期应收款(万元),--,--,--,--,--,
长期股权投资(万元),--,--,175,155,--,
其他长期投资(万元),--,--,--,--,--,
投资性房地产(万元),2572,2923,3389,3654,3847,
固定资产原值(万元),3405,2960,2225,--,--,
累计折旧(万元),2113,1709,1288,--,--,
固定资产净值(万元),1292,1252,937,--,--,
固定资产减值准备(万元),--,--,--,--,--,
固定资产(万元),1292,1252,937,910,1208,
在建工程(万元),--,--,--,--,--,
工程物资(万元),--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,
油气资产(万元),--,--,--,--,--,
无形资产(万元),722,662,665,626,677,
开发支出(万元),--,--,--,--,--,
商誉(万元),161,161,--,--,--,
长期待摊费用(万元),260,220,182,131,1508,
股权分置流通权(万元),--,--,--,--,--,
递延所得税资产(万元),1351,1167,768,1279,918,
其他非流动资产(万元),--,108,56,5,--,
非流动资产合计(万元),6358,6493,6171,7760,15489,
资产总计(万元),56645,42820,38170,45123,40773,
短期借款(万元),--,--,--,237,700,
向中央银行借款(万元),--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,
应付票据(万元),--,--,--,--,--,
应付账款(万元),4723,3804,1627,1806,2589,
预收账款(万元),4041,4908,4893,2716,1999,
卖出回购金融资产款(万元),--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,
应付职工薪酬(万元),11874,8742,5406,3475,2859,
应交税费(万元),1470,1344,782,841,1187,
应付利息(万元),--,--,--,--,--,
应付股利(万元),--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,
其他应付款(万元),763,732,1137,1554,2517,
预提费用(万元),--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,
递延收益(万元),--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,
其他流动负债(万元),751,319,210,--,--,
流动负债合计(万元),23622,19850,14055,10628,11851,
长期借款(万元),--,--,3454,4289,5125,
应付债券(万元),--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,
长期递延收益(万元),113,113,25,65,65,
递延所得税负债(万元),--,--,--,--,1,
其他非流动负债(万元),--,--,--,3088,3088,
非流动负债合计(万元),113,113,3479,7442,8278,
负债合计(万元),23735,19962,17534,18070,20129,
实收资本(或股本)(万元),6000,6000,6000,3000,3000,
资本公积(万元),11610,11610,11610,4249,4249,
减:库存股(万元),--,--,--,--,--,
专项储备(万元),--,--,--,--,--,
盈余公积(万元),1980,982,271,708,708,
一般风险准备(万元),--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,
未分配利润(万元),13320,4266,2755,18905,12407,
拟分配现金股利(万元),--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,
归属于母公司股东权益合计(万元),32910,22858,20636,26862,20364,
少数股东权益(万元),--,--,--,191,279,
所有者权益(或股东权益)合计(万元),32910,22858,20636,27053,20643,
负债和所有者权益(或股东权益)总计(万元),56645,42820,38170,45123,40773,		
  
