报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),26543,16708,9357,2864,1457,
结算备付金(万元),--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,
应收票据(万元),--,--,--,--,--,
应收账款(万元),4544,5214,3177,1197,423,
预付款项(万元),287,521,364,110,63,
应收保费(万元),--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,
应收利息(万元),--,--,--,--,--,
应收股利(万元),--,--,--,--,--,
其他应收款(万元),93,47,95,44,52,
应收出口退税(万元), --,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,
存货(万元),13460,8975,5850,2575,876,
待摊费用(万元),--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,
其他流动资产(万元),2700,468,1062,109,41,
流动资产合计(万元),47627,31935,19905,6898,2912,
发放贷款及垫款(万元),--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,
长期股权投资(万元),2399,2438,--,--,--,
其他长期投资(万元),--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,
固定资产原值(万元),4293,1888,846,--,--,
累计折旧(万元),1271,567,393,--,--,
固定资产净值(万元),3022,1321,453,--,--,
固定资产减值准备(万元),--,--,--,--,--,
固定资产(万元),3022,1321,453,203,160,
在建工程(万元),--,48,28,--,--,
工程物资(万元),--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,
油气资产(万元),--,--,--,--,--,
无形资产(万元),533,214,40,15,2,
开发支出(万元),--,--,--,--,--,
商誉(万元),--,--,--,--,--,
长期待摊费用(万元),120,64,10,--,7,
股权分置流通权(万元),--,--,--,--,--,
递延所得税资产(万元),353,281,371,168,69,
其他非流动资产(万元),93,--,--,--,--,
非流动资产合计(万元),6522,4366,902,386,238,
资产总计(万元),54149,36300,20807,7284,3150,
短期借款(万元),--,--,700,900,550,
向中央银行借款(万元),--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,
应付票据(万元),--,--,--,--,--,
应付账款(万元),3261,2157,2228,1200,195,
预收账款(万元),221,329,628,169,45,
卖出回购金融资产款(万元),--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,
应付职工薪酬(万元),1293,1194,769,410,285,
应交税费(万元),834,717,1075,272,260,
应付利息(万元),--,--,--,--,--,
应付股利(万元),--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,
其他应付款(万元),659,487,722,1943,1743,
预提费用(万元),--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,
递延收益(万元),--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,
流动负债合计(万元),6268,4884,6123,4894,3077,
长期借款(万元),--,--,--,--,--,
应付债券(万元),--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,
长期递延收益(万元),14,24,--,--,--,
递延所得税负债(万元),622,384,279,--,--,
其他非流动负债(万元),--,--,--,--,--,
非流动负债合计(万元),636,408,279,0,0,
负债合计(万元),6904,5292,6402,4894,3077,
实收资本(或股本)(万元),7500,7500,1222,1111,1111,
资本公积(万元),13565,13565,13364,7132,5929,
减:库存股(万元),--,--,--,--,--,
专项储备(万元),--,--,--,--,--,
盈余公积(万元),2800,1270,--,83,--,
一般风险准备(万元),--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,
未分配利润(万元),23533,8830,-414,-5936,-6978,
拟分配现金股利(万元),--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,
归属于母公司股东权益合计(万元),47530,31051,14404,2390,73,
少数股东权益(万元),-285,-43,--,--,--,
所有者权益(或股东权益)合计(万元),47245,31008,14404,2390,73,
负债和所有者权益(或股东权益)总计(万元),54149,36300,20807,7284,3150,		
  
