报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),47539,45951,27372,10492,7040,13746,17626,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),29,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),4682,1879,2503,797,1464,410,909,
应收账款(万元),136531,116144,107066,129694,134309,104800,117861,
预付款项(万元),857,294,545,148,35,--,5,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),5082,4539,2808,4370,4446,4351,9181,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),11522,10588,6877,6005,5325,6989,4101,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),8331,8466,1066,187,--,--,--,
流动资产合计(万元),214573,187861,148236,151694,152618,130296,149683,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),3670,662,450,930,5,9,13,
固定资产原值(万元),13934,4229,4037,3657,3593,--,--,
累计折旧(万元),2047,1708,1543,1313,1084,--,--,
固定资产净值(万元),11887,2522,2493,2344,2509,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),11887,2522,2493,2344,2509,2781,2672,
在建工程(万元),96,4577,413,19,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),1476,1501,1502,992,1007,25,30,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),5225,--,--,--,--,--,--,
长期待摊费用(万元),1067,1053,643,680,833,284,388,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),5500,8287,7417,6441,5637,4058,3148,
其他非流动资产(万元),553,--,--,1290,163,170,--,
非流动资产合计(万元),29474,18602,12919,12695,10153,7328,6251,
资产总计(万元),244048,206464,161156,164389,162772,137625,155934,
短期借款(万元),43876,37336,26550,15117,14500,5000,4170,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),14075,8449,1955,6933,471,174,--,
应付账款(万元),79376,67426,77263,89860,108944,98653,122054,
预收账款(万元),2481,960,2771,282,68,274,348,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),983,790,518,387,505,601,253,
应交税费(万元),734,1688,1868,6229,7273,6537,6755,
应付利息(万元),76,61,48,23,26,--,--,
应付股利(万元),--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),4580,3275,34,6078,2355,2510,3920,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,
其他流动负债(万元),7682,6683,4201,--,--,--,--,
流动负债合计(万元),153863,126668,115208,124909,134142,113748,137500,
长期借款(万元),--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,
预计非流动负债(万元),150,230,330,--,--,--,--,
长期递延收益(万元),604,612,612,407,407,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,
非流动负债合计(万元),754,842,942,407,407,0,0,
负债合计(万元),154617,127510,116149,125315,134548,113748,137500,
实收资本(或股本)(万元),20824,13862,10200,10200,9000,9000,9000,
资本公积(万元),29228,34962,9844,9844,4044,4044,4044,
减:库存股(万元),3185,3103,--,--,--,--,--,
专项储备(万元),2381,1784,1392,972,768,895,1095,
盈余公积(万元),4352,3458,2671,2114,1745,1289,732,
一般风险准备(万元),--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,
未分配利润(万元),32591,27991,20900,15944,12667,8517,3562,
拟分配现金股利(万元),--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),86163,78954,45006,39073,28223,23745,18432,
少数股东权益(万元),3268,--,--,--,--,132,2,
所有者权益(或股东权益)合计(万元),89431,78954,45006,39073,28223,23876,18434,
负债和所有者权益(或股东权益)总计(万元),244048,206464,161156,164389,162772,137625,155934,		
  
