报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),5085,8077,14563,33436,22163,24006,31772,3771,3047,2991,1167,323,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),2532,2994,3892,669,3354,7180,2132,5370,3395,1558,803,250,
应收账款(万元),9939,15035,24413,23209,17754,17698,21305,11314,5645,3922,2729,2489,
预付款项(万元),389,1437,1458,1113,480,2163,1050,643,160,276,256,114,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,141,117,216,139,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),4939,1694,2267,990,518,267,335,59,458,230,835,864,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),6172,16034,14579,10837,6193,8590,7605,2922,6246,3274,1319,796,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),214,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),5328,7162,3019,911,309,340,700,--,161,69,--,--,
流动资产合计(万元),34598,52433,64190,71307,50887,60461,65038,24080,19112,12320,7110,4835,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,1652,2616,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,156,3366,3761,3122,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),11466,1827,1863,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),18528,28395,29001,25015,20288,15547,9763,7906,7754,--,--,--,
累计折旧(万元),4341,7012,6363,4969,3896,2959,2157,1496,845,--,--,--,
固定资产净值(万元),14187,21383,22639,20045,16392,12588,7605,6410,6909,--,--,--,
固定资产减值准备(万元),1446,64,79,79,--,0,0,0,0,--,--,--,
固定资产(万元),12741,21319,22560,19966,16392,12587,7605,6410,6909,1042,1021,979,
在建工程(万元),263,6924,4366,7463,7732,7441,4898,3145,1506,3918,991,81,
工程物资(万元),--,--,--,--,--,--,--,--,1,0,--,--,
固定资产清理(万元),115,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),2353,5752,4623,4046,3916,2041,2169,1707,1822,1937,847,937,
开发支出(万元),176,1193,654,660,626,191,--,--,--,--,--,--,
商誉(万元),--,828,828,828,--,--,--,--,--,--,--,--,
长期待摊费用(万元),96,186,2,8,1,7,1,7,--,--,34,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1022,757,422,417,64,55,--,--,--,--,--,--,
其他非流动资产(万元),--,8747,5640,--,785,--,--,--,--,--,--,--,
非流动资产合计(万元),28232,49340,46940,37150,32640,22323,14673,11269,10237,6897,2892,1996,
资产总计(万元),62830,101773,111130,108457,83527,82784,79711,35348,29349,19217,10002,6831,
短期借款(万元),8500,13900,19261,14000,13000,14500,12500,10997,7067,1698,1500,1400,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),1248,613,61,1469,135,--,--,--,--,617,--,162,
应付账款(万元),1507,2441,4774,4583,3015,3012,1117,1176,1913,440,495,204,
预收账款(万元),281,414,20,68,70,43,106,1,2,1,1,1,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),342,458,281,218,76,67,55,206,156,77,45,33,
应交税费(万元),35,66,121,336,304,72,780,2056,70,50,7,72,
应付利息(万元),17,24,17,--,--,1,--,--,--,--,--,--,
应付股利(万元),99,122,140,80,80,557,--,--,--,132,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),1432,702,735,1938,1519,240,293,330,261,489,349,243,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),410,700,241,269,233,--,--,--,4000,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),13872,19440,25649,22960,18433,18491,14851,14766,13469,3505,2397,2115,
长期借款(万元),2885,3985,--,--,--,--,--,--,--,4000,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,228,447,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,42,--,--,--,--,--,--,
长期递延收益(万元),689,604,264,224,178,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,8,17,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),3574,4589,264,452,625,42,0,0,8,4017,--,--,
负债合计(万元),17446,24029,25913,23412,19058,18533,14851,14766,13477,7521,2397,2115,
实收资本(或股本)(万元),44130,44130,44130,44130,9600,9600,9600,7200,7200,7200,4931,4000,
资本公积(万元),24657,24670,24670,24670,38834,38834,38834,3864,3864,3864,559,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),2260,2260,2260,2156,1888,1779,1567,1088,504,36,204,64,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),-26394,2123,9026,9364,12005,11943,12813,8431,4304,597,1912,653,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
