报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,
货币资金(万元),15370,13292,8446,15501,10215,9715,15466,20728,13889,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),17551,6087,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),17207,21359,11772,2047,1694,1221,7056,3181,717,
应收账款(万元),33718,27623,14790,13413,15367,11124,8266,5140,6270,
预付款项(万元),6491,5645,2081,3778,8733,9710,12416,9432,13283,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),392,139,--,15,12,5,32,64,20,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),979,1744,2854,2800,321,126,165,167,599,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),32728,34577,31776,26256,35079,50638,52889,32589,27747,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,
其他流动资产(万元),25184,15262,1029,362,--,--,--,--,--,
流动资产合计(万元),149619,125728,72749,64172,71420,82539,96290,71300,62523,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,217,82,112,1675,665,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),1000,1069,1854,2457,2867,1391,1152,1212,1273,
固定资产原值(万元),222116,214329,206473,171964,179487,171799,128712,--,63453,
累计折旧(万元),110169,95180,77898,61545,61907,46415,32483,--,22820,
固定资产净值(万元),111948,119149,128575,110419,117580,125384,96229,--,40633,
固定资产减值准备(万元),252,572,572,517,--,--,--,--,--,
固定资产(万元),111695,118577,128003,109902,117580,125384,96229,96982,40633,
在建工程(万元),2479,5246,4452,24736,8102,2937,22880,4006,7364,
工程物资(万元),--,--,242,4,27,87,87,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),7622,7823,7924,7712,9525,9743,9967,10191,8293,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),835,955,821,--,5,53,91,140,82,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),567,395,263,436,704,33,30,28,102,
其他非流动资产(万元),3585,4171,3793,5170,--,--,--,--,--,
非流动资产合计(万元),127783,138235,147352,150417,139027,139710,130546,114235,58411,
资产总计(万元),277402,263963,220101,214589,210447,222249,226837,185535,120934,
短期借款(万元),31484,55405,22494,33500,53770,62000,87550,80748,32396,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),16704,30,124,8380,2008,2296,5651,459,6000,
应付账款(万元),28466,26624,24506,20998,15561,18967,19942,23314,11337,
预收账款(万元),4186,3874,3788,3476,3886,2808,2598,3636,3465,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),6121,4480,4348,2694,2035,1908,1121,880,1105,
应交税费(万元),2086,2055,2082,1219,170,-929,-1867,-2571,284,
应付利息(万元),202,182,--,--,4,20,--,64,18,
应付股利(万元),--,--,--,--,--,--,45,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),2805,2706,2573,2383,1826,937,949,1023,683,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,24618,7297,5298,3000,--,
其他流动负债(万元),102,--,--,--,--,--,--,--,--,
流动负债合计(万元),92157,95356,59916,72650,103879,95304,121286,110552,55288,
长期借款(万元),14130,1130,--,--,1886,28404,18702,--,5000,
应付债券(万元),--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,
长期递延收益(万元),435,644,653,821,700,727,663,--,--,
递延所得税负债(万元),--,--,--,--,--,1,2,3,4,
其他非流动负债(万元),--,--,--,--,--,--,--,283,94,
非流动负债合计(万元),14565,1774,653,821,2586,29133,19367,285,5098,
负债合计(万元),106721,97131,60568,73471,106465,124437,140653,110838,60386,
实收资本(或股本)(万元),20268,20268,20268,20268,15200,15200,15200,15200,15200,
资本公积(万元),41812,41812,42942,42942,17666,17666,17666,17954,17950,
减:库存股(万元),--,--,--,--,--,--,--,--,--,
专项储备(万元),5171,9072,8747,7597,6047,4806,3765,3982,3231,
盈余公积(万元),14366,11937,10242,8418,7973,7682,6730,5504,4402,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),79988,74038,69251,56052,52085,48123,39144,28424,17834,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),161605,157128,151450,135277,98971,93476,82504,71064,58618,
少数股东权益(万元),9076,9704,8083,5841,5012,4336,3679,3633,1931,
所有者权益(或股东权益)合计(万元),170681,166832,159533,141118,103983,97812,86183,74697,60548,
负债和所有者权益(或股东权益)总计(万元),277402,263963,220101,214589,210447,222249,226837,185535,120934,		
  
