报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),40309,74764,27735,26804,24220,13859,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),20,--,--,--,--,--,
应收账款(万元),3647,2440,1404,2854,2178,3363,
预付款项(万元),1335,613,864,1698,1714,2250,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),1286,1329,846,5933,673,1009,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),8892,7108,7506,8635,10864,12132,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),273,309,--,1000,--,--,
流动资产合计(万元),55763,87209,38354,46923,39649,32614,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,3372,3372,3372,3372,3372,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),134953,89371,87081,79377,72611,--,
累计折旧(万元),41031,26791,22092,17769,13786,--,
固定资产净值(万元),93922,62580,64989,61608,58825,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),93922,62580,64989,61608,58825,53500,
在建工程(万元),3767,4048,3299,3464,2940,3536,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),27030,17582,12629,13350,10326,7958,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),7472,2057,1898,1895,1497,1418,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),5869,--,--,--,--,--,
长期待摊费用(万元),812,163,164,276,101,203,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),744,488,411,522,378,340,
其他非流动资产(万元),9427,2874,9042,2667,3061,3159,
非流动资产合计(万元),149048,93163,95805,87155,80499,73486,
资产总计(万元),204811,180372,134159,134078,120149,106100,
短期借款(万元),43700,40600,30000,35000,37150,36000,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),3055,1949,400,1840,4091,--,
应付账款(万元),16495,10139,10536,9031,8765,7241,
预收账款(万元),--,2406,2029,2070,2811,1751,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),314,619,658,478,298,242,
应交税费(万元),4311,867,1889,1912,1677,941,
应付利息(万元),37,40,43,38,88,91,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),4123,2085,1860,2095,1924,2017,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),3375,2005,615,940,1386,739,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),78071,60711,48729,54005,58689,49672,
长期借款(万元),3956,2656,4450,5950,7350,8650,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),236,139,330,86,552,885,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),1,--,--,--,--,--,
长期递延收益(万元),3476,4099,4626,4605,4017,3892,
递延所得税负债(万元),630,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),8299,6895,9406,10641,11919,13427,
负债合计(万元),86370,67605,58135,64646,70607,63099,
实收资本(或股本)(万元),18734,18734,14050,14050,10537,10537,
资本公积(万元),50879,50879,24613,24613,15559,15559,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),3719,3205,2820,2172,1571,1007,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),45108,39948,34540,28598,21874,15898,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),118441,112767,76023,69433,49541,43001,
少数股东权益(万元),--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),118441,112767,76023,69433,49541,43001,
负债和所有者权益(或股东权益)总计(万元),204811,180372,134159,134078,120149,106100,		
  
