报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),168919,131775,136442,109756,138837,262175,336839,356320,554024,309849,246768,201424,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融资产(万元),2599,740,--,1,11,--,--,124,310,6100,52399,50000,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应收票据(万元),162034,114228,57833,55140,92100,120715,138266,156589,107782,87415,73482,64514,
应收账款(万元),263401,249411,232095,246772,217020,230317,174131,157606,140117,124865,117398,85199,
预付款项(万元),172862,114649,103252,86417,97672,112135,148652,158755,124744,109409,112863,83564,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应收利息(万元),--,3,363,--,--,--,--,--,--,0,0,0,
应收股利(万元),3131,1739,745,353,--,1901,--,--,--,0,0,0,
其他应收款(万元),2752,4601,3918,3268,1051,1177,917,1358,1781,2539,1873,2328,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,
存货(万元),232656,189523,147955,163627,149195,153419,180685,150089,98333,106523,111026,73605,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动资产(万元),14484,17808,12338,7532,2001,--,--,--,1680,0,0,0,
其他流动资产(万元),474848,433893,478583,465291,476099,317530,277800,276893,55000,738,0,0,
流动资产合计(万元),1497686,1258371,1173524,1138156,1173985,1199370,1257290,1257734,1083772,747438,715810,560633,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
可供出售金融资产(万元),52999,68977,8832,26312,32208,--,--,--,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,32730,3730,1230,--,0,0,0,
长期应收款(万元),--,1456,7458,12123,5139,--,--,--,--,0,0,0,
