报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),14001,22769,43729,5304,4040,11588,25058,44274,77622,9181,2273,4418,7437,248,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收票据(万元),1264,3402,3608,1011,2146,2022,2063,1831,1079,461,0,580,799,0,
应收账款(万元),18083,18330,13290,10577,10346,9731,8524,7944,8765,6678,6047,5324,2356,855,
预付款项(万元),7837,5310,4047,3309,2624,1737,3109,6287,3205,4572,2613,3065,3304,1923,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收利息(万元),--,4,12,--,--,2,154,285,--,0,0,0,0,0,
应收股利(万元),82,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应收款(万元),1082,911,680,809,876,541,328,389,386,331,319,137,202,606,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
存货(万元),36975,35237,37501,34361,31442,27615,25992,25068,18377,10029,10369,5150,2330,371,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动资产(万元),2589,1502,574,881,1983,3719,--,--,--,0,0,0,0,0,
流动资产合计(万元),81912,87464,103440,56251,53457,56955,65228,86079,109435,31251,21621,18675,16428,4003,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
可供出售金融资产(万元),9900,9900,9900,550,--,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应收款(万元),1019,1033,--,--,--,--,--,--,--,0,0,0,0,0,
长期股权投资(万元),1586,793,627,477,528,675,--,--,--,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产原值(万元),93235,63511,59269,56291,52044,48273,33263,30987,27940,24058,7119,3635,0,0,
累计折旧(万元),27448,22994,19057,15870,13165,10179,7682,5628,3745,2076,972,569,0,0,
固定资产净值(万元),65787,40518,40211,40421,38880,38093,25581,25359,24196,21982,6147,3065,0,0,
固定资产减值准备(万元),894,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产(万元),64893,40518,40211,40421,38880,38093,25581,25359,24196,21982,6147,3065,2968,2307,
在建工程(万元),9575,23658,11955,6783,7422,5123,6103,702,840,20,14492,9323,23,0,
工程物资(万元),91,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
无形资产(万元),9992,6397,6722,7128,5787,5757,5846,3808,3403,3137,3150,3073,344,351,
开发支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
商誉(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期待摊费用(万元),1797,517,691,--,--,--,--,--,--,0,0,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税资产(万元),6508,3287,2595,1180,590,424,316,232,211,158,87,47,15,0,
其他非流动资产(万元),4880,16320,13656,9278,6832,6004,5293,--,--,0,0,0,0,0,
非流动资产合计(万元),110241,102423,86357,65817,60038,56076,43138,30101,28649,25298,23876,15508,3350,2658,
资产总计(万元),192153,189887,189797,122068,113495,113031,108366,116179,138084,56548,45497,34183,19778,6661,
短期借款(万元),25585,11000,13500,9900,3880,--,--,--,14100,8000,2000,0,3350,220,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付票据(万元),2010,3851,1625,3682,1626,2353,197,4318,4472,2957,0,0,0,0,
应付账款(万元),5492,3381,3918,2881,2190,5386,3803,4466,6985,4190,5405,2972,1589,2116,
预收账款(万元),5786,3430,2516,1887,2894,2264,2123,2335,1868,1991,553,915,756,1620,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付职工薪酬(万元),1120,496,406,287,262,319,262,305,218,168,201,420,166,39,
应交税费(万元),65,463,230,607,473,457,-132,520,1072,908,626,597,346,16,
应付利息(万元),39,26,17,16,--,--,--,--,32,26,13,12,0,0,
应付股利(万元),--,--,--,--,84,--,--,--,--,0,0,981,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应付款(万元),505,138,263,2623,201,117,395,316,924,121,471,441,5442,514,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动负债(万元),4784,2500,--,--,--,--,--,--,6000,0,6055,2000,0,0,
其他流动负债(万元),--,96,96,--,--,--,--,--,--,0,0,0,0,0,
流动负债合计(万元),45387,25382,22571,21883,11611,10896,6649,12260,35672,18361,15325,8339,11649,4526,
长期借款(万元),5000,7500,10000,--,--,--,--,--,--,6000,4000,6000,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应付款(万元),1599,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,420,420,420,420,0,0,0,
预计非流动负债(万元),--,--,--,--,2007,2007,2007,2007,--,0,0,0,0,0,
长期递延收益(万元),850,242,1188,291,333,--,--,--,--,0,0,0,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,375,417,--,--,0,0,0,0,0,
非流动负债合计(万元),7449,7742,11188,291,2340,2382,2424,2427,420,6420,4420,6000,0,0,
负债合计(万元),52835,33124,33759,22174,13951,13278,9073,14688,36092,24781,19745,14339,11649,4526,
实收资本(或股本)(万元),26000,26000,26000,20000,16000,16000,16000,16000,16000,12000,12000,12000,2064,1744,
资本公积(万元),116312,116312,116312,62375,66375,66375,66375,66375,66375,2017,2017,2017,30,0,
减:库存股(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项储备(万元),330,266,241,216,146,179,95,--,--,0,0,0,--,--,
盈余公积(万元),3869,3869,3869,3869,3869,3869,3782,3727,3275,2655,2053,1462,645,39,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未分配利润(万元),-7193,10317,9616,13434,13153,13329,13041,15389,16341,15095,9683,4364,5390,351,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
归属于母公司股东权益合计(万元),139318,156764,156038,99895,99544,99753,99293,101492,101992,31767,25753,19844,8129,2135,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
所有者权益(或股东权益)合计(万元),139318,156764,156038,99895,99544,99753,99293,101492,101992,31767,25753,19844,8129,2135,
负债和所有者权益(或股东权益)总计(万元),192153,189887,189797,122068,113495,113031,108366,116179,138084,56548,45497,34183,19778,6661,		
  
