报告日期,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),8755,9222,12530,2797,1987,
结算备付金(万元),--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,
应收票据(万元),27100,22359,34937,20270,9136,
应收账款(万元),15244,16185,6392,21451,21734,
预付款项(万元),201,181,517,142,144,
应收保费(万元),--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,
应收利息(万元),--,--,--,--,--,
应收股利(万元),--,--,--,--,--,
其他应收款(万元),193,231,292,46,62,
应收出口退税(万元), --,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,
存货(万元),3998,4799,4590,4068,3214,
待摊费用(万元),--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,
一年内到期的非流动资产(万元),1,0,8,--,--,
其他流动资产(万元),14225,7928,5832,229,349,
流动资产合计(万元),69715,60905,65187,49004,36626,
发放贷款及垫款(万元),--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,
长期股权投资(万元),--,--,269,419,--,
其他长期投资(万元),--,--,--,--,--,
投资性房地产(万元),--,--,847,893,--,
固定资产原值(万元),25557,--,--,--,--,
累计折旧(万元),7961,--,--,--,--,
固定资产净值(万元),17596,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,
固定资产(万元),17596,13959,11446,12648,14919,
在建工程(万元),517,3391,1435,458,703,
工程物资(万元),--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,
油气资产(万元),--,--,--,--,--,
无形资产(万元),2881,2949,3018,1916,1962,
开发支出(万元),--,--,--,--,--,
商誉(万元),26,--,--,--,--,
长期待摊费用(万元),19,72,38,44,58,
股权分置流通权(万元),--,--,--,--,--,
递延所得税资产(万元),121,272,567,468,479,
其他非流动资产(万元),--,--,--,940,940,
非流动资产合计(万元),21160,20643,17620,17786,19061,
资产总计(万元),90875,81549,82807,66790,55688,
短期借款(万元),--,600,4631,1830,2000,
向中央银行借款(万元),--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,
应付票据(万元),32101,27435,32981,15129,10698,
应付账款(万元),11535,12542,8499,16638,11017,
预收账款(万元),38,7,10,21,3,
卖出回购金融资产款(万元),--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,
应付职工薪酬(万元),312,655,400,123,124,
应交税费(万元),141,47,413,78,196,
应付利息(万元),--,--,--,--,3,
应付股利(万元),405,405,1308,1029,1149,
其他应交款(万元),--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,
其他应付款(万元),40,9,9,159,22,
预提费用(万元),--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,
递延收益(万元),--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,
流动负债合计(万元),44573,41699,48250,35007,25213,
长期借款(万元),--,--,--,--,--,
应付债券(万元),--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,
非流动负债合计(万元),0,0,0,0,0,
负债合计(万元),44573,41699,48250,35007,25213,
实收资本(或股本)(万元),9000,9000,9000,9000,9000,
资本公积(万元),2108,2157,2111,959,957,
减:库存股(万元),--,--,--,--,--,
专项储备(万元),--,--,--,--,--,
盈余公积(万元),3707,3133,2385,1712,1629,
一般风险准备(万元),--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,
未分配利润(万元),28407,22767,19330,17805,16897,
拟分配现金股利(万元),--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,
归属于母公司股东权益合计(万元),43222,37057,32826,29477,28484,
少数股东权益(万元),3081,2793,1731,2306,1991,
所有者权益(或股东权益)合计(万元),46302,39850,34557,31782,30475,
负债和所有者权益(或股东权益)总计(万元),90875,81549,82807,66790,55688,		
  
