报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),32690,17931,11908,10220,4614,
结算备付金(万元),--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,
应收票据(万元),130,30,211,15,48,
应收账款(万元),20373,19203,16716,13163,10217,
预付款项(万元),233,518,156,102,161,
应收保费(万元),--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,
应收利息(万元),16,--,--,1,--,
应收股利(万元),--,--,--,--,--,
其他应收款(万元),1385,2793,2426,704,798,
应收出口退税(万元), --,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,
存货(万元),13241,12712,8055,6366,5225,
待摊费用(万元),--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,
其他流动资产(万元),44700,608,4834,1369,1322,
流动资产合计(万元),112769,53795,44307,31940,22385,
发放贷款及垫款(万元),--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,
投资性房地产(万元),75,82,88,94,100,
固定资产原值(万元),75605,57475,46746,40073,32490,
累计折旧(万元),23648,19525,16391,13641,11330,
固定资产净值(万元),51957,37951,30355,26432,21159,
固定资产减值准备(万元),--,--,--,--,--,
固定资产(万元),51957,37951,30355,26432,21159,
在建工程(万元),4317,2768,2835,2459,3072,
工程物资(万元),--,--,--,--,--,
固定资产清理(万元),2,9,28,--,--,
生产性生物资产(万元),--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,
油气资产(万元),--,--,--,--,--,
无形资产(万元),2065,2050,1702,1767,1627,
开发支出(万元),--,--,--,--,--,
商誉(万元),--,--,--,--,--,
长期待摊费用(万元),1525,1724,503,631,268,
股权分置流通权(万元),--,--,--,--,--,
递延所得税资产(万元),1609,690,547,733,583,
其他非流动资产(万元),993,148,754,441,971,
非流动资产合计(万元),62544,45421,36812,32555,27779,
资产总计(万元),175313,99216,81119,64496,50164,
短期借款(万元),7000,7659,4642,6174,285,
向中央银行借款(万元),--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,
应付票据(万元),4500,6172,2409,2821,2181,
应付账款(万元),25896,23573,20640,16844,14838,
预收账款(万元),815,77,59,42,47,
卖出回购金融资产款(万元),--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,
应付职工薪酬(万元),3161,2599,2557,2249,2023,
应交税费(万元),1213,1309,773,638,864,
应付利息(万元),12,30,41,--,--,
应付股利(万元),--,--,--,--,24,
其他应交款(万元),--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,
其他应付款(万元),1287,1139,1444,945,996,
预提费用(万元),--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,
递延收益(万元),--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,
流动负债合计(万元),43883,42560,32564,29713,21257,
长期借款(万元),--,--,--,--,--,
应付债券(万元),--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,
长期递延收益(万元),3947,3805,4171,4557,3566,
递延所得税负债(万元),2131,160,119,50,18,
其他非流动负债(万元),--,--,--,--,--,
非流动负债合计(万元),6079,3965,4291,4607,3584,
负债合计(万元),49962,46525,36855,34320,24841,
实收资本(或股本)(万元),18480,9240,9240,7313,3320,
资本公积(万元),80740,26069,26069,947,1068,
减:库存股(万元),--,--,--,--,--,
专项储备(万元),--,--,--,--,--,
盈余公积(万元),2376,1536,1030,3128,2436,
一般风险准备(万元),--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,
未分配利润(万元),23603,16014,7605,18551,18416,
拟分配现金股利(万元),--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,
归属于母公司股东权益合计(万元),125351,52691,44264,30175,25323,
少数股东权益(万元),--,--,--,--,--,
所有者权益(或股东权益)合计(万元),125351,52691,44264,30175,25323,
负债和所有者权益(或股东权益)总计(万元),175313,99216,81119,64496,50164,		
  
